1024x1024 bmm  1,,,
elapsed time,power,no of threads,
5.83,9,4, block size is 4
6.56,10,4, block size is 4
7.29,11,4, block size is 4
8.01,12,4, block size is 4
8.73,13,4, block size is 4
9.46,14,4, block size is 4
10.18,15,4, block size is 4
10.91,16,4, block size is 4
11.55,2,4, block size is 8
12.19,3,4, block size is 8
12.84,4,4, block size is 8
13.48,5,4, block size is 8
14.13,6,4, block size is 8
14.77,7,4, block size is 8
15.41,8,4, block size is 8
16.06,9,4, block size is 8
16.71,10,4, block size is 8
17.35,11,4, block size is 8
18,12,4, block size is 8
18.64,13,4, block size is 8
19.28,14,4, block size is 8
19.93,15,4, block size is 8
20.57,16,4, block size is 8
21.18,2,4, block size is 16
21.78,3,4, block size is 16
22.39,4,4, block size is 16
23,5,4, block size is 16
23.61,6,4, block size is 16
24.21,7,4, block size is 16
24.82,8,4, block size is 16
25.43,9,4, block size is 16
26.03,10,4, block size is 16
26.64,11,4, block size is 16
27.25,12,4, block size is 16
27.86,13,4, block size is 16
28.47,14,4, block size is 16
29.08,15,4, block size is 16
29.68,16,4, block size is 16
30.29,2,4, block size is 32
30.91,3,4, block size is 32
31.52,4,4, block size is 32
32.13,5,4, block size is 32
32.74,6,4, block size is 32
33.35,7,4, block size is 32
33.96,8,4, block size is 32
34.57,9,4, block size is 32
35.18,10,4, block size is 32
35.8,11,4, block size is 32
36.41,12,4, block size is 32
37.02,13,4, block size is 32
37.63,14,4, block size is 32
38.24,15,4, block size is 32
38.85,16,4, block size is 32
39.46,2,4, block size is 64
40.07,3,4, block size is 64
40.7,4,4, block size is 64
41.34,5,4, block size is 64
41.97,6,4, block size is 64
42.6,7,4, block size is 64
43.23,8,4, block size is 64
43.86,9,4, block size is 64
elapsed time = 44.49 | seconds power is 10 | number of threads is 4 | block size is 64,,,
elapsed time = 45.12 | seconds power is 11 | number of threads is 4 | block size is 64,,,
elapsed time = 45.76 | seconds power is 12 | number of threads is 4 | block size is 64,,,
elapsed time = 46.39 | seconds power is 13 | number of threads is 4 | block size is 64,,,
elapsed time = 47.02 | seconds power is 14 | number of threads is 4 | block size is 64,,,
elapsed time = 47.65 | seconds power is 15 | number of threads is 4 | block size is 64,,,
elapsed time = 48.28 | seconds power is 16 | number of threads is 4 | block size is 64,,,
1024 4 thread done,,,
elapsed time = 0.60 | seconds power is 2 | number of threads is 6 | block size is 4,,,
elapsed time = 1.16 | seconds power is 3 | number of threads is 6 | block size is 4,,,
elapsed time = 1.73 | seconds power is 4 | number of threads is 6 | block size is 4,,,
elapsed time = 2.30 | seconds power is 5 | number of threads is 6 | block size is 4,,,
elapsed time = 2.87 | seconds power is 6 | number of threads is 6 | block size is 4,,,
elapsed time = 3.44 | seconds power is 7 | number of threads is 6 | block size is 4,,,
elapsed time = 4.01 | seconds power is 8 | number of threads is 6 | block size is 4,,,
elapsed time = 4.58 | seconds power is 9 | number of threads is 6 | block size is 4,,,
elapsed time = 5.15 | seconds power is 10 | number of threads is 6 | block size is 4,,,
elapsed time = 5.72 | seconds power is 11 | number of threads is 6 | block size is 4,,,
elapsed time = 6.29 | seconds power is 12 | number of threads is 6 | block size is 4,,,
elapsed time = 6.86 | seconds power is 13 | number of threads is 6 | block size is 4,,,
elapsed time = 7.42 | seconds power is 14 | number of threads is 6 | block size is 4,,,
elapsed time = 7.99 | seconds power is 15 | number of threads is 6 | block size is 4,,,
elapsed time = 8.56 | seconds power is 16 | number of threads is 6 | block size is 4,,,
elapsed time = 9.08 | seconds power is 2 | number of threads is 6 | block size is 8,,,
elapsed time = 9.60 | seconds power is 3 | number of threads is 6 | block size is 8,,,
elapsed time = 10.11 | seconds power is 4 | number of threads is 6 | block size is 8,,,
elapsed time = 10.63 | seconds power is 5 | number of threads is 6 | block size is 8,,,
elapsed time = 11.15 | seconds power is 6 | number of threads is 6 | block size is 8,,,
elapsed time = 11.66 | seconds power is 7 | number of threads is 6 | block size is 8,,,
elapsed time = 12.18 | seconds power is 8 | number of threads is 6 | block size is 8,,,
elapsed time = 12.69 | seconds power is 9 | number of threads is 6 | block size is 8,,,
elapsed time = 13.21 | seconds power is 10 | number of threads is 6 | block size is 8,,,
elapsed time = 13.72 | seconds power is 11 | number of threads is 6 | block size is 8,,,
elapsed time = 14.24 | seconds power is 12 | number of threads is 6 | block size is 8,,,
elapsed time = 14.76 | seconds power is 13 | number of threads is 6 | block size is 8,,,
elapsed time = 15.27 | seconds power is 14 | number of threads is 6 | block size is 8,,,
elapsed time = 15.79 | seconds power is 15 | number of threads is 6 | block size is 8,,,
elapsed time = 16.30 | seconds power is 16 | number of threads is 6 | block size is 8,,,
elapsed time = 16.79 | seconds power is 2 | number of threads is 6 | block size is 16,,,
elapsed time = 17.28 | seconds power is 3 | number of threads is 6 | block size is 16,,,
elapsed time = 17.77 | seconds power is 4 | number of threads is 6 | block size is 16,,,
elapsed time = 18.26 | seconds power is 5 | number of threads is 6 | block size is 16,,,
elapsed time = 18.75 | seconds power is 6 | number of threads is 6 | block size is 16,,,
elapsed time = 19.24 | seconds power is 7 | number of threads is 6 | block size is 16,,,
elapsed time = 19.72 | seconds power is 8 | number of threads is 6 | block size is 16,,,
elapsed time = 20.21 | seconds power is 9 | number of threads is 6 | block size is 16,,,
elapsed time = 20.70 | seconds power is 10 | number of threads is 6 | block size is 16,,,
elapsed time = 21.19 | seconds power is 11 | number of threads is 6 | block size is 16,,,
elapsed time = 21.68 | seconds power is 12 | number of threads is 6 | block size is 16,,,
elapsed time = 22.17 | seconds power is 13 | number of threads is 6 | block size is 16,,,
elapsed time = 22.65 | seconds power is 14 | number of threads is 6 | block size is 16,,,
elapsed time = 23.14 | seconds power is 15 | number of threads is 6 | block size is 16,,,
elapsed time = 23.63 | seconds power is 16 | number of threads is 6 | block size is 16,,,
elapsed time = 24.15 | seconds power is 2 | number of threads is 6 | block size is 32,,,
elapsed time = 24.67 | seconds power is 3 | number of threads is 6 | block size is 32,,,
elapsed time = 25.18 | seconds power is 4 | number of threads is 6 | block size is 32,,,
elapsed time = 25.70 | seconds power is 5 | number of threads is 6 | block size is 32,,,
elapsed time = 26.21 | seconds power is 6 | number of threads is 6 | block size is 32,,,
elapsed time = 26.72 | seconds power is 7 | number of threads is 6 | block size is 32,,,
elapsed time = 27.24 | seconds power is 8 | number of threads is 6 | block size is 32,,,
elapsed time = 27.76 | seconds power is 9 | number of threads is 6 | block size is 32,,,
elapsed time = 28.27 | seconds power is 10 | number of threads is 6 | block size is 32,,,
elapsed time = 28.79 | seconds power is 11 | number of threads is 6 | block size is 32,,,
elapsed time = 29.30 | seconds power is 12 | number of threads is 6 | block size is 32,,,
elapsed time = 29.82 | seconds power is 13 | number of threads is 6 | block size is 32,,,
elapsed time = 30.34 | seconds power is 14 | number of threads is 6 | block size is 32,,,
elapsed time = 30.85 | seconds power is 15 | number of threads is 6 | block size is 32,,,
elapsed time = 31.36 | seconds power is 16 | number of threads is 6 | block size is 32,,,
elapsed time = 31.87 | seconds power is 2 | number of threads is 6 | block size is 64,,,
elapsed time = 32.38 | seconds power is 3 | number of threads is 6 | block size is 64,,,
elapsed time = 32.89 | seconds power is 4 | number of threads is 6 | block size is 64,,,
elapsed time = 33.40 | seconds power is 5 | number of threads is 6 | block size is 64,,,
elapsed time = 33.91 | seconds power is 6 | number of threads is 6 | block size is 64,,,
elapsed time = 34.42 | seconds power is 7 | number of threads is 6 | block size is 64,,,
elapsed time = 34.93 | seconds power is 8 | number of threads is 6 | block size is 64,,,
elapsed time = 35.45 | seconds power is 9 | number of threads is 6 | block size is 64,,,
elapsed time = 35.96 | seconds power is 10 | number of threads is 6 | block size is 64,,,
elapsed time = 36.47 | seconds power is 11 | number of threads is 6 | block size is 64,,,
elapsed time = 36.98 | seconds power is 12 | number of threads is 6 | block size is 64,,,
elapsed time = 37.49 | seconds power is 13 | number of threads is 6 | block size is 64,,,
elapsed time = 38.00 | seconds power is 14 | number of threads is 6 | block size is 64,,,
elapsed time = 38.51 | seconds power is 15 | number of threads is 6 | block size is 64,,,
elapsed time = 39.02 | seconds power is 16 | number of threads is 6 | block size is 64,,,
1024 6 thread done,,,
elapsed time = 0.49 | seconds power is 2 | number of threads is 8 | block size is 4,,,
elapsed time = 0.96 | seconds power is 3 | number of threads is 8 | block size is 4,,,
elapsed time = 1.43 | seconds power is 4 | number of threads is 8 | block size is 4,,,
elapsed time = 1.90 | seconds power is 5 | number of threads is 8 | block size is 4,,,
elapsed time = 2.37 | seconds power is 6 | number of threads is 8 | block size is 4,,,
elapsed time = 2.84 | seconds power is 7 | number of threads is 8 | block size is 4,,,
elapsed time = 3.31 | seconds power is 8 | number of threads is 8 | block size is 4,,,
elapsed time = 3.78 | seconds power is 9 | number of threads is 8 | block size is 4,,,
elapsed time = 4.24 | seconds power is 10 | number of threads is 8 | block size is 4,,,
elapsed time = 4.71 | seconds power is 11 | number of threads is 8 | block size is 4,,,
elapsed time = 5.18 | seconds power is 12 | number of threads is 8 | block size is 4,,,
elapsed time = 5.66 | seconds power is 13 | number of threads is 8 | block size is 4,,,
elapsed time = 6.12 | seconds power is 14 | number of threads is 8 | block size is 4,,,
elapsed time = 6.59 | seconds power is 15 | number of threads is 8 | block size is 4,,,
elapsed time = 7.06 | seconds power is 16 | number of threads is 8 | block size is 4,,,
elapsed time = 7.47 | seconds power is 2 | number of threads is 8 | block size is 8,,,
elapsed time = 7.88 | seconds power is 3 | number of threads is 8 | block size is 8,,,
elapsed time = 8.29 | seconds power is 4 | number of threads is 8 | block size is 8,,,
elapsed time = 8.70 | seconds power is 5 | number of threads is 8 | block size is 8,,,
elapsed time = 9.11 | seconds power is 6 | number of threads is 8 | block size is 8,,,
elapsed time = 9.52 | seconds power is 7 | number of threads is 8 | block size is 8,,,
elapsed time = 9.93 | seconds power is 8 | number of threads is 8 | block size is 8,,,
elapsed time = 10.34 | seconds power is 9 | number of threads is 8 | block size is 8,,,
elapsed time = 10.76 | seconds power is 10 | number of threads is 8 | block size is 8,,,
elapsed time = 11.17 | seconds power is 11 | number of threads is 8 | block size is 8,,,
elapsed time = 11.58 | seconds power is 12 | number of threads is 8 | block size is 8,,,
elapsed time = 11.99 | seconds power is 13 | number of threads is 8 | block size is 8,,,
elapsed time = 12.40 | seconds power is 14 | number of threads is 8 | block size is 8,,,
elapsed time = 12.81 | seconds power is 15 | number of threads is 8 | block size is 8,,,
elapsed time = 13.22 | seconds power is 16 | number of threads is 8 | block size is 8,,,
elapsed time = 13.61 | seconds power is 2 | number of threads is 8 | block size is 16,,,
elapsed time = 14.00 | seconds power is 3 | number of threads is 8 | block size is 16,,,
elapsed time = 14.39 | seconds power is 4 | number of threads is 8 | block size is 16,,,
elapsed time = 14.78 | seconds power is 5 | number of threads is 8 | block size is 16,,,
elapsed time = 15.17 | seconds power is 6 | number of threads is 8 | block size is 16,,,
elapsed time = 15.56 | seconds power is 7 | number of threads is 8 | block size is 16,,,
elapsed time = 15.95 | seconds power is 8 | number of threads is 8 | block size is 16,,,
elapsed time = 16.34 | seconds power is 9 | number of threads is 8 | block size is 16,,,
elapsed time = 16.73 | seconds power is 10 | number of threads is 8 | block size is 16,,,
elapsed time = 17.12 | seconds power is 11 | number of threads is 8 | block size is 16,,,
elapsed time = 17.51 | seconds power is 12 | number of threads is 8 | block size is 16,,,
elapsed time = 17.90 | seconds power is 13 | number of threads is 8 | block size is 16,,,
elapsed time = 18.29 | seconds power is 14 | number of threads is 8 | block size is 16,,,
elapsed time = 18.68 | seconds power is 15 | number of threads is 8 | block size is 16,,,
elapsed time = 19.07 | seconds power is 16 | number of threads is 8 | block size is 16,,,
elapsed time = 19.46 | seconds power is 2 | number of threads is 8 | block size is 32,,,
elapsed time = 19.85 | seconds power is 3 | number of threads is 8 | block size is 32,,,
elapsed time = 20.24 | seconds power is 4 | number of threads is 8 | block size is 32,,,
elapsed time = 20.63 | seconds power is 5 | number of threads is 8 | block size is 32,,,
elapsed time = 21.02 | seconds power is 6 | number of threads is 8 | block size is 32,,,
elapsed time = 21.41 | seconds power is 7 | number of threads is 8 | block size is 32,,,
elapsed time = 21.80 | seconds power is 8 | number of threads is 8 | block size is 32,,,
elapsed time = 22.19 | seconds power is 9 | number of threads is 8 | block size is 32,,,
elapsed time = 22.58 | seconds power is 10 | number of threads is 8 | block size is 32,,,
elapsed time = 22.96 | seconds power is 11 | number of threads is 8 | block size is 32,,,
elapsed time = 23.35 | seconds power is 12 | number of threads is 8 | block size is 32,,,
elapsed time = 23.74 | seconds power is 13 | number of threads is 8 | block size is 32,,,
elapsed time = 24.13 | seconds power is 14 | number of threads is 8 | block size is 32,,,
elapsed time = 24.52 | seconds power is 15 | number of threads is 8 | block size is 32,,,
elapsed time = 24.91 | seconds power is 16 | number of threads is 8 | block size is 32,,,
elapsed time = 25.30 | seconds power is 2 | number of threads is 8 | block size is 64,,,
elapsed time = 25.68 | seconds power is 3 | number of threads is 8 | block size is 64,,,
elapsed time = 26.07 | seconds power is 4 | number of threads is 8 | block size is 64,,,
elapsed time = 26.46 | seconds power is 5 | number of threads is 8 | block size is 64,,,
elapsed time = 26.84 | seconds power is 6 | number of threads is 8 | block size is 64,,,
elapsed time = 27.23 | seconds power is 7 | number of threads is 8 | block size is 64,,,
elapsed time = 27.61 | seconds power is 8 | number of threads is 8 | block size is 64,,,
elapsed time = 28.00 | seconds power is 9 | number of threads is 8 | block size is 64,,,
elapsed time = 28.39 | seconds power is 10 | number of threads is 8 | block size is 64,,,
elapsed time = 28.77 | seconds power is 11 | number of threads is 8 | block size is 64,,,
elapsed time = 29.16 | seconds power is 12 | number of threads is 8 | block size is 64,,,
elapsed time = 29.55 | seconds power is 13 | number of threads is 8 | block size is 64,,,
elapsed time = 29.93 | seconds power is 14 | number of threads is 8 | block size is 64,,,
elapsed time = 30.32 | seconds power is 15 | number of threads is 8 | block size is 64,,,
elapsed time = 30.70 | seconds power is 16 | number of threads is 8 | block size is 64,,,
1024 8 thread done,,,
elapsed time = 0.49 | seconds power is 2 | number of threads is 10 | block size is 4,,,
elapsed time = 0.98 | seconds power is 3 | number of threads is 10 | block size is 4,,,
elapsed time = 1.46 | seconds power is 4 | number of threads is 10 | block size is 4,,,
elapsed time = 1.95 | seconds power is 5 | number of threads is 10 | block size is 4,,,
elapsed time = 2.44 | seconds power is 6 | number of threads is 10 | block size is 4,,,
elapsed time = 2.92 | seconds power is 7 | number of threads is 10 | block size is 4,,,
elapsed time = 3.40 | seconds power is 8 | number of threads is 10 | block size is 4,,,
elapsed time = 3.88 | seconds power is 9 | number of threads is 10 | block size is 4,,,
elapsed time = 4.38 | seconds power is 10 | number of threads is 10 | block size is 4,,,
elapsed time = 4.86 | seconds power is 11 | number of threads is 10 | block size is 4,,,
elapsed time = 5.35 | seconds power is 12 | number of threads is 10 | block size is 4,,,
elapsed time = 5.83 | seconds power is 13 | number of threads is 10 | block size is 4,,,
elapsed time = 6.31 | seconds power is 14 | number of threads is 10 | block size is 4,,,
elapsed time = 6.79 | seconds power is 15 | number of threads is 10 | block size is 4,,,
elapsed time = 7.27 | seconds power is 16 | number of threads is 10 | block size is 4,,,
elapsed time = 7.70 | seconds power is 2 | number of threads is 10 | block size is 8,,,
elapsed time = 8.12 | seconds power is 3 | number of threads is 10 | block size is 8,,,
elapsed time = 8.55 | seconds power is 4 | number of threads is 10 | block size is 8,,,
elapsed time = 8.97 | seconds power is 5 | number of threads is 10 | block size is 8,,,
elapsed time = 9.41 | seconds power is 6 | number of threads is 10 | block size is 8,,,
elapsed time = 9.84 | seconds power is 7 | number of threads is 10 | block size is 8,,,
elapsed time = 10.26 | seconds power is 8 | number of threads is 10 | block size is 8,,,
elapsed time = 10.69 | seconds power is 9 | number of threads is 10 | block size is 8,,,
elapsed time = 11.13 | seconds power is 10 | number of threads is 10 | block size is 8,,,
elapsed time = 11.58 | seconds power is 11 | number of threads is 10 | block size is 8,,,
elapsed time = 12.01 | seconds power is 12 | number of threads is 10 | block size is 8,,,
elapsed time = 12.45 | seconds power is 13 | number of threads is 10 | block size is 8,,,
elapsed time = 12.87 | seconds power is 14 | number of threads is 10 | block size is 8,,,
elapsed time = 13.31 | seconds power is 15 | number of threads is 10 | block size is 8,,,
elapsed time = 13.73 | seconds power is 16 | number of threads is 10 | block size is 8,,,
elapsed time = 14.16 | seconds power is 2 | number of threads is 10 | block size is 16,,,
elapsed time = 14.58 | seconds power is 3 | number of threads is 10 | block size is 16,,,
elapsed time = 14.96 | seconds power is 4 | number of threads is 10 | block size is 16,,,
elapsed time = 15.38 | seconds power is 5 | number of threads is 10 | block size is 16,,,
elapsed time = 15.76 | seconds power is 6 | number of threads is 10 | block size is 16,,,
elapsed time = 16.18 | seconds power is 7 | number of threads is 10 | block size is 16,,,
elapsed time = 16.59 | seconds power is 8 | number of threads is 10 | block size is 16,,,
elapsed time = 17.07 | seconds power is 9 | number of threads is 10 | block size is 16,,,
elapsed time = 17.47 | seconds power is 10 | number of threads is 10 | block size is 16,,,
elapsed time = 17.89 | seconds power is 11 | number of threads is 10 | block size is 16,,,
elapsed time = 18.31 | seconds power is 12 | number of threads is 10 | block size is 16,,,
elapsed time = 18.72 | seconds power is 13 | number of threads is 10 | block size is 16,,,
elapsed time = 19.10 | seconds power is 14 | number of threads is 10 | block size is 16,,,
elapsed time = 19.52 | seconds power is 15 | number of threads is 10 | block size is 16,,,
elapsed time = 19.94 | seconds power is 16 | number of threads is 10 | block size is 16,,,
elapsed time = 20.41 | seconds power is 2 | number of threads is 10 | block size is 32,,,
elapsed time = 20.85 | seconds power is 3 | number of threads is 10 | block size is 32,,,
elapsed time = 21.28 | seconds power is 4 | number of threads is 10 | block size is 32,,,
elapsed time = 21.76 | seconds power is 5 | number of threads is 10 | block size is 32,,,
elapsed time = 22.20 | seconds power is 6 | number of threads is 10 | block size is 32,,,
elapsed time = 22.64 | seconds power is 7 | number of threads is 10 | block size is 32,,,
elapsed time = 23.08 | seconds power is 8 | number of threads is 10 | block size is 32,,,
elapsed time = 23.52 | seconds power is 9 | number of threads is 10 | block size is 32,,,
elapsed time = 23.97 | seconds power is 10 | number of threads is 10 | block size is 32,,,
elapsed time = 24.41 | seconds power is 11 | number of threads is 10 | block size is 32,,,
elapsed time = 24.87 | seconds power is 12 | number of threads is 10 | block size is 32,,,
elapsed time = 25.30 | seconds power is 13 | number of threads is 10 | block size is 32,,,
elapsed time = 25.75 | seconds power is 14 | number of threads is 10 | block size is 32,,,
elapsed time = 26.19 | seconds power is 15 | number of threads is 10 | block size is 32,,,
elapsed time = 26.65 | seconds power is 16 | number of threads is 10 | block size is 32,,,
elapsed time = 27.06 | seconds power is 2 | number of threads is 10 | block size is 64,,,
elapsed time = 27.49 | seconds power is 3 | number of threads is 10 | block size is 64,,,
elapsed time = 27.92 | seconds power is 4 | number of threads is 10 | block size is 64,,,
elapsed time = 28.35 | seconds power is 5 | number of threads is 10 | block size is 64,,,
elapsed time = 28.78 | seconds power is 6 | number of threads is 10 | block size is 64,,,
elapsed time = 29.22 | seconds power is 7 | number of threads is 10 | block size is 64,,,
elapsed time = 29.65 | seconds power is 8 | number of threads is 10 | block size is 64,,,
elapsed time = 30.08 | seconds power is 9 | number of threads is 10 | block size is 64,,,
elapsed time = 30.51 | seconds power is 10 | number of threads is 10 | block size is 64,,,
elapsed time = 30.93 | seconds power is 11 | number of threads is 10 | block size is 64,,,
elapsed time = 31.36 | seconds power is 12 | number of threads is 10 | block size is 64,,,
elapsed time = 31.79 | seconds power is 13 | number of threads is 10 | block size is 64,,,
elapsed time = 32.25 | seconds power is 14 | number of threads is 10 | block size is 64,,,
elapsed time = 32.67 | seconds power is 15 | number of threads is 10 | block size is 64,,,
elapsed time = 33.11 | seconds power is 16 | number of threads is 10 | block size is 64,,,
1024 10 thread done,,,
elapsed time = 0.45 | seconds power is 2 | number of threads is 12 | block size is 4,,,
elapsed time = 0.88 | seconds power is 3 | number of threads is 12 | block size is 4,,,
elapsed time = 1.31 | seconds power is 4 | number of threads is 12 | block size is 4,,,
elapsed time = 1.76 | seconds power is 5 | number of threads is 12 | block size is 4,,,
elapsed time = 2.19 | seconds power is 6 | number of threads is 12 | block size is 4,,,
elapsed time = 2.65 | seconds power is 7 | number of threads is 12 | block size is 4,,,
elapsed time = 3.10 | seconds power is 8 | number of threads is 12 | block size is 4,,,
elapsed time = 3.54 | seconds power is 9 | number of threads is 12 | block size is 4,,,
elapsed time = 3.98 | seconds power is 10 | number of threads is 12 | block size is 4,,,
elapsed time = 4.41 | seconds power is 11 | number of threads is 12 | block size is 4,,,
elapsed time = 4.84 | seconds power is 12 | number of threads is 12 | block size is 4,,,
elapsed time = 5.30 | seconds power is 13 | number of threads is 12 | block size is 4,,,
elapsed time = 5.73 | seconds power is 14 | number of threads is 12 | block size is 4,,,
elapsed time = 6.19 | seconds power is 15 | number of threads is 12 | block size is 4,,,
elapsed time = 6.61 | seconds power is 16 | number of threads is 12 | block size is 4,,,
elapsed time = 7.01 | seconds power is 2 | number of threads is 12 | block size is 8,,,
elapsed time = 7.40 | seconds power is 3 | number of threads is 12 | block size is 8,,,
elapsed time = 7.79 | seconds power is 4 | number of threads is 12 | block size is 8,,,
elapsed time = 8.18 | seconds power is 5 | number of threads is 12 | block size is 8,,,
elapsed time = 8.56 | seconds power is 6 | number of threads is 12 | block size is 8,,,
elapsed time = 8.94 | seconds power is 7 | number of threads is 12 | block size is 8,,,
elapsed time = 9.33 | seconds power is 8 | number of threads is 12 | block size is 8,,,
elapsed time = 9.73 | seconds power is 9 | number of threads is 12 | block size is 8,,,
elapsed time = 10.13 | seconds power is 10 | number of threads is 12 | block size is 8,,,
elapsed time = 10.51 | seconds power is 11 | number of threads is 12 | block size is 8,,,
elapsed time = 10.91 | seconds power is 12 | number of threads is 12 | block size is 8,,,
elapsed time = 11.29 | seconds power is 13 | number of threads is 12 | block size is 8,,,
elapsed time = 11.69 | seconds power is 14 | number of threads is 12 | block size is 8,,,
elapsed time = 12.07 | seconds power is 15 | number of threads is 12 | block size is 8,,,
elapsed time = 12.46 | seconds power is 16 | number of threads is 12 | block size is 8,,,
elapsed time = 12.81 | seconds power is 2 | number of threads is 12 | block size is 16,,,
elapsed time = 13.19 | seconds power is 3 | number of threads is 12 | block size is 16,,,
elapsed time = 13.57 | seconds power is 4 | number of threads is 12 | block size is 16,,,
elapsed time = 13.95 | seconds power is 5 | number of threads is 12 | block size is 16,,,
elapsed time = 14.33 | seconds power is 6 | number of threads is 12 | block size is 16,,,
elapsed time = 14.72 | seconds power is 7 | number of threads is 12 | block size is 16,,,
elapsed time = 15.09 | seconds power is 8 | number of threads is 12 | block size is 16,,,
elapsed time = 15.49 | seconds power is 9 | number of threads is 12 | block size is 16,,,
elapsed time = 15.86 | seconds power is 10 | number of threads is 12 | block size is 16,,,
elapsed time = 16.24 | seconds power is 11 | number of threads is 12 | block size is 16,,,
elapsed time = 16.60 | seconds power is 12 | number of threads is 12 | block size is 16,,,
elapsed time = 16.97 | seconds power is 13 | number of threads is 12 | block size is 16,,,
elapsed time = 17.36 | seconds power is 14 | number of threads is 12 | block size is 16,,,
elapsed time = 17.73 | seconds power is 15 | number of threads is 12 | block size is 16,,,
elapsed time = 18.15 | seconds power is 16 | number of threads is 12 | block size is 16,,,
elapsed time = 18.52 | seconds power is 2 | number of threads is 12 | block size is 32,,,
elapsed time = 18.89 | seconds power is 3 | number of threads is 12 | block size is 32,,,
elapsed time = 19.26 | seconds power is 4 | number of threads is 12 | block size is 32,,,
elapsed time = 19.63 | seconds power is 5 | number of threads is 12 | block size is 32,,,
elapsed time = 20.00 | seconds power is 6 | number of threads is 12 | block size is 32,,,
elapsed time = 20.38 | seconds power is 7 | number of threads is 12 | block size is 32,,,
elapsed time = 20.75 | seconds power is 8 | number of threads is 12 | block size is 32,,,
elapsed time = 21.11 | seconds power is 9 | number of threads is 12 | block size is 32,,,
elapsed time = 21.50 | seconds power is 10 | number of threads is 12 | block size is 32,,,
elapsed time = 21.86 | seconds power is 11 | number of threads is 12 | block size is 32,,,
elapsed time = 22.25 | seconds power is 12 | number of threads is 12 | block size is 32,,,
elapsed time = 22.61 | seconds power is 13 | number of threads is 12 | block size is 32,,,
elapsed time = 22.97 | seconds power is 14 | number of threads is 12 | block size is 32,,,
elapsed time = 23.35 | seconds power is 15 | number of threads is 12 | block size is 32,,,
elapsed time = 23.73 | seconds power is 16 | number of threads is 12 | block size is 32,,,
elapsed time = 24.15 | seconds power is 2 | number of threads is 12 | block size is 64,,,
elapsed time = 24.60 | seconds power is 3 | number of threads is 12 | block size is 64,,,
elapsed time = 25.02 | seconds power is 4 | number of threads is 12 | block size is 64,,,
elapsed time = 25.45 | seconds power is 5 | number of threads is 12 | block size is 64,,,
elapsed time = 25.88 | seconds power is 6 | number of threads is 12 | block size is 64,,,
elapsed time = 26.31 | seconds power is 7 | number of threads is 12 | block size is 64,,,
elapsed time = 26.74 | seconds power is 8 | number of threads is 12 | block size is 64,,,
elapsed time = 27.16 | seconds power is 9 | number of threads is 12 | block size is 64,,,
elapsed time = 27.60 | seconds power is 10 | number of threads is 12 | block size is 64,,,
elapsed time = 28.04 | seconds power is 11 | number of threads is 12 | block size is 64,,,
elapsed time = 28.47 | seconds power is 12 | number of threads is 12 | block size is 64,,,
elapsed time = 28.90 | seconds power is 13 | number of threads is 12 | block size is 64,,,
