2048x2048 bmm 4,,,
elapsed time,power,no of threads,
1701.26,15,1, block size is 64
1721.12,16,1, block size is 64
2048 1 thread done,,,
19.24,2,2, block size is 4
39.06,3,2, block size is 4
58.32,4,2, block size is 4
77.56,5,2, block size is 4
96.85,6,2, block size is 4
116.12,7,2, block size is 4
135.68,8,2, block size is 4
155.1,9,2, block size is 4
174.35,10,2, block size is 4
193.72,11,2, block size is 4
212.93,12,2, block size is 4
232.13,13,2, block size is 4
251.35,14,2, block size is 4
270.56,15,2, block size is 4
289.73,16,2, block size is 4
300.23,2,2, block size is 8
310.72,3,2, block size is 8
321.45,4,2, block size is 8
331.96,5,2, block size is 8
342.46,6,2, block size is 8
352.96,7,2, block size is 8
363.47,8,2, block size is 8
374.15,9,2, block size is 8
384.83,10,2, block size is 8
395.74,11,2, block size is 8
406.24,12,2, block size is 8
416.74,13,2, block size is 8
427.24,14,2, block size is 8
437.74,15,2, block size is 8
448.24,16,2, block size is 8
458.2,2,2, block size is 16
468.12,3,2, block size is 16
478.03,4,2, block size is 16
487.94,5,2, block size is 16
497.87,6,2, block size is 16
507.83,7,2, block size is 16
517.8,8,2, block size is 16
527.71,9,2, block size is 16
537.61,10,2, block size is 16
547.58,11,2, block size is 16
557.48,12,2, block size is 16
567.39,13,2, block size is 16
577.34,14,2, block size is 16
587.24,15,2, block size is 16
597.16,16,2, block size is 16
607.33,2,2, block size is 32
617.52,3,2, block size is 32
627.68,4,2, block size is 32
637.85,5,2, block size is 32
648.05,6,2, block size is 32
658.21,7,2, block size is 32
668.38,8,2, block size is 32
678.55,9,2, block size is 32
688.71,10,2, block size is 32
698.87,11,2, block size is 32
709.03,12,2, block size is 32
719.19,13,2, block size is 32
729.39,14,2, block size is 32
739.8,15,2, block size is 32
750.05,16,2, block size is 32
759.99,2,2, block size is 64
769.95,3,2, block size is 64
779.89,4,2, block size is 64
789.84,5,2, block size is 64
799.8,6,2, block size is 64
809.75,7,2, block size is 64
819.68,8,2, block size is 64
829.67,9,2, block size is 64
elapsed time = 839.62 | seconds power is 10 | number of threads is 2 | block size is 64,,,
elapsed time = 849.57 | seconds power is 11 | number of threads is 2 | block size is 64,,,
elapsed time = 859.53 | seconds power is 12 | number of threads is 2 | block size is 64,,,
elapsed time = 869.52 | seconds power is 13 | number of threads is 2 | block size is 64,,,
elapsed time = 879.47 | seconds power is 14 | number of threads is 2 | block size is 64,,,
elapsed time = 889.40 | seconds power is 15 | number of threads is 2 | block size is 64,,,
elapsed time = 899.33 | seconds power is 16 | number of threads is 2 | block size is 64,,,
2048 2 thread done,,,
elapsed time = 8.51 | seconds power is 2 | number of threads is 4 | block size is 4,,,
elapsed time = 17.02 | seconds power is 3 | number of threads is 4 | block size is 4,,,
elapsed time = 25.49 | seconds power is 4 | number of threads is 4 | block size is 4,,,
elapsed time = 33.96 | seconds power is 5 | number of threads is 4 | block size is 4,,,
elapsed time = 42.42 | seconds power is 6 | number of threads is 4 | block size is 4,,,
elapsed time = 50.89 | seconds power is 7 | number of threads is 4 | block size is 4,,,
elapsed time = 59.39 | seconds power is 8 | number of threads is 4 | block size is 4,,,
elapsed time = 67.93 | seconds power is 9 | number of threads is 4 | block size is 4,,,
elapsed time = 76.48 | seconds power is 10 | number of threads is 4 | block size is 4,,,
elapsed time = 85.03 | seconds power is 11 | number of threads is 4 | block size is 4,,,
elapsed time = 93.58 | seconds power is 12 | number of threads is 4 | block size is 4,,,
elapsed time = 102.12 | seconds power is 13 | number of threads is 4 | block size is 4,,,
elapsed time = 110.66 | seconds power is 14 | number of threads is 4 | block size is 4,,,
elapsed time = 119.20 | seconds power is 15 | number of threads is 4 | block size is 4,,,
elapsed time = 127.74 | seconds power is 16 | number of threads is 4 | block size is 4,,,
elapsed time = 133.26 | seconds power is 2 | number of threads is 4 | block size is 8,,,
elapsed time = 138.84 | seconds power is 3 | number of threads is 4 | block size is 8,,,
elapsed time = 144.47 | seconds power is 4 | number of threads is 4 | block size is 8,,,
elapsed time = 150.07 | seconds power is 5 | number of threads is 4 | block size is 8,,,
elapsed time = 155.59 | seconds power is 6 | number of threads is 4 | block size is 8,,,
elapsed time = 161.19 | seconds power is 7 | number of threads is 4 | block size is 8,,,
elapsed time = 166.77 | seconds power is 8 | number of threads is 4 | block size is 8,,,
elapsed time = 172.35 | seconds power is 9 | number of threads is 4 | block size is 8,,,
elapsed time = 177.92 | seconds power is 10 | number of threads is 4 | block size is 8,,,
elapsed time = 183.53 | seconds power is 11 | number of threads is 4 | block size is 8,,,
elapsed time = 189.11 | seconds power is 12 | number of threads is 4 | block size is 8,,,
elapsed time = 194.69 | seconds power is 13 | number of threads is 4 | block size is 8,,,
elapsed time = 200.20 | seconds power is 14 | number of threads is 4 | block size is 8,,,
elapsed time = 205.81 | seconds power is 15 | number of threads is 4 | block size is 8,,,
elapsed time = 211.34 | seconds power is 16 | number of threads is 4 | block size is 8,,,
elapsed time = 216.73 | seconds power is 2 | number of threads is 4 | block size is 16,,,
elapsed time = 222.10 | seconds power is 3 | number of threads is 4 | block size is 16,,,
elapsed time = 227.48 | seconds power is 4 | number of threads is 4 | block size is 16,,,
elapsed time = 232.85 | seconds power is 5 | number of threads is 4 | block size is 16,,,
elapsed time = 238.23 | seconds power is 6 | number of threads is 4 | block size is 16,,,
elapsed time = 243.60 | seconds power is 7 | number of threads is 4 | block size is 16,,,
elapsed time = 248.97 | seconds power is 8 | number of threads is 4 | block size is 16,,,
elapsed time = 254.33 | seconds power is 9 | number of threads is 4 | block size is 16,,,
elapsed time = 259.71 | seconds power is 10 | number of threads is 4 | block size is 16,,,
elapsed time = 265.08 | seconds power is 11 | number of threads is 4 | block size is 16,,,
elapsed time = 270.45 | seconds power is 12 | number of threads is 4 | block size is 16,,,
elapsed time = 275.83 | seconds power is 13 | number of threads is 4 | block size is 16,,,
elapsed time = 281.21 | seconds power is 14 | number of threads is 4 | block size is 16,,,
elapsed time = 286.58 | seconds power is 15 | number of threads is 4 | block size is 16,,,
elapsed time = 291.96 | seconds power is 16 | number of threads is 4 | block size is 16,,,
elapsed time = 297.48 | seconds power is 2 | number of threads is 4 | block size is 32,,,
elapsed time = 303.00 | seconds power is 3 | number of threads is 4 | block size is 32,,,
elapsed time = 308.53 | seconds power is 4 | number of threads is 4 | block size is 32,,,
elapsed time = 314.05 | seconds power is 5 | number of threads is 4 | block size is 32,,,
elapsed time = 319.57 | seconds power is 6 | number of threads is 4 | block size is 32,,,
elapsed time = 325.09 | seconds power is 7 | number of threads is 4 | block size is 32,,,
elapsed time = 330.61 | seconds power is 8 | number of threads is 4 | block size is 32,,,
elapsed time = 336.12 | seconds power is 9 | number of threads is 4 | block size is 32,,,
elapsed time = 341.64 | seconds power is 10 | number of threads is 4 | block size is 32,,,
elapsed time = 347.16 | seconds power is 11 | number of threads is 4 | block size is 32,,,
elapsed time = 352.68 | seconds power is 12 | number of threads is 4 | block size is 32,,,
elapsed time = 358.20 | seconds power is 13 | number of threads is 4 | block size is 32,,,
elapsed time = 363.71 | seconds power is 14 | number of threads is 4 | block size is 32,,,
elapsed time = 369.23 | seconds power is 15 | number of threads is 4 | block size is 32,,,
elapsed time = 374.74 | seconds power is 16 | number of threads is 4 | block size is 32,,,
elapsed time = 380.13 | seconds power is 2 | number of threads is 4 | block size is 64,,,
elapsed time = 385.52 | seconds power is 3 | number of threads is 4 | block size is 64,,,
elapsed time = 390.88 | seconds power is 4 | number of threads is 4 | block size is 64,,,
elapsed time = 396.26 | seconds power is 5 | number of threads is 4 | block size is 64,,,
elapsed time = 401.56 | seconds power is 6 | number of threads is 4 | block size is 64,,,
elapsed time = 406.93 | seconds power is 7 | number of threads is 4 | block size is 64,,,
elapsed time = 412.32 | seconds power is 8 | number of threads is 4 | block size is 64,,,
elapsed time = 417.66 | seconds power is 9 | number of threads is 4 | block size is 64,,,
elapsed time = 423.01 | seconds power is 10 | number of threads is 4 | block size is 64,,,
elapsed time = 428.40 | seconds power is 11 | number of threads is 4 | block size is 64,,,
elapsed time = 433.75 | seconds power is 12 | number of threads is 4 | block size is 64,,,
elapsed time = 439.09 | seconds power is 13 | number of threads is 4 | block size is 64,,,
elapsed time = 444.49 | seconds power is 14 | number of threads is 4 | block size is 64,,,
elapsed time = 449.89 | seconds power is 15 | number of threads is 4 | block size is 64,,,
elapsed time = 455.37 | seconds power is 16 | number of threads is 4 | block size is 64,,,
2048 4 thread done,,,
elapsed time = 6.16 | seconds power is 2 | number of threads is 6 | block size is 4,,,
elapsed time = 12.08 | seconds power is 3 | number of threads is 6 | block size is 4,,,
elapsed time = 17.97 | seconds power is 4 | number of threads is 6 | block size is 4,,,
elapsed time = 23.87 | seconds power is 5 | number of threads is 6 | block size is 4,,,
elapsed time = 29.79 | seconds power is 6 | number of threads is 6 | block size is 4,,,
elapsed time = 35.71 | seconds power is 7 | number of threads is 6 | block size is 4,,,
elapsed time = 41.64 | seconds power is 8 | number of threads is 6 | block size is 4,,,
elapsed time = 47.58 | seconds power is 9 | number of threads is 6 | block size is 4,,,
elapsed time = 53.52 | seconds power is 10 | number of threads is 6 | block size is 4,,,
elapsed time = 59.49 | seconds power is 11 | number of threads is 6 | block size is 4,,,
elapsed time = 65.45 | seconds power is 12 | number of threads is 6 | block size is 4,,,
elapsed time = 71.42 | seconds power is 13 | number of threads is 6 | block size is 4,,,
elapsed time = 77.39 | seconds power is 14 | number of threads is 6 | block size is 4,,,
elapsed time = 83.35 | seconds power is 15 | number of threads is 6 | block size is 4,,,
elapsed time = 89.31 | seconds power is 16 | number of threads is 6 | block size is 4,,,
elapsed time = 93.62 | seconds power is 2 | number of threads is 6 | block size is 8,,,
elapsed time = 97.92 | seconds power is 3 | number of threads is 6 | block size is 8,,,
elapsed time = 102.25 | seconds power is 4 | number of threads is 6 | block size is 8,,,
elapsed time = 106.55 | seconds power is 5 | number of threads is 6 | block size is 8,,,
elapsed time = 110.87 | seconds power is 6 | number of threads is 6 | block size is 8,,,
elapsed time = 115.24 | seconds power is 7 | number of threads is 6 | block size is 8,,,
elapsed time = 119.57 | seconds power is 8 | number of threads is 6 | block size is 8,,,
elapsed time = 123.86 | seconds power is 9 | number of threads is 6 | block size is 8,,,
elapsed time = 128.18 | seconds power is 10 | number of threads is 6 | block size is 8,,,
elapsed time = 132.49 | seconds power is 11 | number of threads is 6 | block size is 8,,,
elapsed time = 136.86 | seconds power is 12 | number of threads is 6 | block size is 8,,,
elapsed time = 141.23 | seconds power is 13 | number of threads is 6 | block size is 8,,,
elapsed time = 145.61 | seconds power is 14 | number of threads is 6 | block size is 8,,,
elapsed time = 149.95 | seconds power is 15 | number of threads is 6 | block size is 8,,,
elapsed time = 154.27 | seconds power is 16 | number of threads is 6 | block size is 8,,,
elapsed time = 158.54 | seconds power is 2 | number of threads is 6 | block size is 16,,,
elapsed time = 162.82 | seconds power is 3 | number of threads is 6 | block size is 16,,,
elapsed time = 167.14 | seconds power is 4 | number of threads is 6 | block size is 16,,,
elapsed time = 171.48 | seconds power is 5 | number of threads is 6 | block size is 16,,,
elapsed time = 175.74 | seconds power is 6 | number of threads is 6 | block size is 16,,,
elapsed time = 179.96 | seconds power is 7 | number of threads is 6 | block size is 16,,,
elapsed time = 184.30 | seconds power is 8 | number of threads is 6 | block size is 16,,,
elapsed time = 188.51 | seconds power is 9 | number of threads is 6 | block size is 16,,,
elapsed time = 192.75 | seconds power is 10 | number of threads is 6 | block size is 16,,,
elapsed time = 196.97 | seconds power is 11 | number of threads is 6 | block size is 16,,,
elapsed time = 201.22 | seconds power is 12 | number of threads is 6 | block size is 16,,,
elapsed time = 205.45 | seconds power is 13 | number of threads is 6 | block size is 16,,,
elapsed time = 209.64 | seconds power is 14 | number of threads is 6 | block size is 16,,,
elapsed time = 213.85 | seconds power is 15 | number of threads is 6 | block size is 16,,,
elapsed time = 218.09 | seconds power is 16 | number of threads is 6 | block size is 16,,,
elapsed time = 222.31 | seconds power is 2 | number of threads is 6 | block size is 32,,,
elapsed time = 226.55 | seconds power is 3 | number of threads is 6 | block size is 32,,,
elapsed time = 230.79 | seconds power is 4 | number of threads is 6 | block size is 32,,,
elapsed time = 235.04 | seconds power is 5 | number of threads is 6 | block size is 32,,,
elapsed time = 239.29 | seconds power is 6 | number of threads is 6 | block size is 32,,,
elapsed time = 243.53 | seconds power is 7 | number of threads is 6 | block size is 32,,,
elapsed time = 247.79 | seconds power is 8 | number of threads is 6 | block size is 32,,,
elapsed time = 252.03 | seconds power is 9 | number of threads is 6 | block size is 32,,,
elapsed time = 256.28 | seconds power is 10 | number of threads is 6 | block size is 32,,,
elapsed time = 260.52 | seconds power is 11 | number of threads is 6 | block size is 32,,,
elapsed time = 264.76 | seconds power is 12 | number of threads is 6 | block size is 32,,,
elapsed time = 269.01 | seconds power is 13 | number of threads is 6 | block size is 32,,,
elapsed time = 273.25 | seconds power is 14 | number of threads is 6 | block size is 32,,,
elapsed time = 277.53 | seconds power is 15 | number of threads is 6 | block size is 32,,,
elapsed time = 281.84 | seconds power is 16 | number of threads is 6 | block size is 32,,,
elapsed time = 286.31 | seconds power is 2 | number of threads is 6 | block size is 64,,,
elapsed time = 290.75 | seconds power is 3 | number of threads is 6 | block size is 64,,,
elapsed time = 295.18 | seconds power is 4 | number of threads is 6 | block size is 64,,,
elapsed time = 299.69 | seconds power is 5 | number of threads is 6 | block size is 64,,,
elapsed time = 304.07 | seconds power is 6 | number of threads is 6 | block size is 64,,,
elapsed time = 308.46 | seconds power is 7 | number of threads is 6 | block size is 64,,,
elapsed time = 313.01 | seconds power is 8 | number of threads is 6 | block size is 64,,,
elapsed time = 317.47 | seconds power is 9 | number of threads is 6 | block size is 64,,,
elapsed time = 321.97 | seconds power is 10 | number of threads is 6 | block size is 64,,,
elapsed time = 326.42 | seconds power is 11 | number of threads is 6 | block size is 64,,,
elapsed time = 330.92 | seconds power is 12 | number of threads is 6 | block size is 64,,,
elapsed time = 335.28 | seconds power is 13 | number of threads is 6 | block size is 64,,,
elapsed time = 339.65 | seconds power is 14 | number of threads is 6 | block size is 64,,,
elapsed time = 344.18 | seconds power is 15 | number of threads is 6 | block size is 64,,,
elapsed time = 348.55 | seconds power is 16 | number of threads is 6 | block size is 64,,,
2048 6 thread done,,,
elapsed time = 5.10 | seconds power is 2 | number of threads is 8 | block size is 4,,,
elapsed time = 10.03 | seconds power is 3 | number of threads is 8 | block size is 4,,,
elapsed time = 14.96 | seconds power is 4 | number of threads is 8 | block size is 4,,,
elapsed time = 19.88 | seconds power is 5 | number of threads is 8 | block size is 4,,,
elapsed time = 24.80 | seconds power is 6 | number of threads is 8 | block size is 4,,,
elapsed time = 29.73 | seconds power is 7 | number of threads is 8 | block size is 4,,,
elapsed time = 34.67 | seconds power is 8 | number of threads is 8 | block size is 4,,,
elapsed time = 39.60 | seconds power is 9 | number of threads is 8 | block size is 4,,,
elapsed time = 44.53 | seconds power is 10 | number of threads is 8 | block size is 4,,,
elapsed time = 49.46 | seconds power is 11 | number of threads is 8 | block size is 4,,,
elapsed time = 54.39 | seconds power is 12 | number of threads is 8 | block size is 4,,,
elapsed time = 59.32 | seconds power is 13 | number of threads is 8 | block size is 4,,,
elapsed time = 64.25 | seconds power is 14 | number of threads is 8 | block size is 4,,,
elapsed time = 69.18 | seconds power is 15 | number of threads is 8 | block size is 4,,,
elapsed time = 74.12 | seconds power is 16 | number of threads is 8 | block size is 4,,,
elapsed time = 77.59 | seconds power is 2 | number of threads is 8 | block size is 8,,,
elapsed time = 81.05 | seconds power is 3 | number of threads is 8 | block size is 8,,,
elapsed time = 84.58 | seconds power is 4 | number of threads is 8 | block size is 8,,,
elapsed time = 88.03 | seconds power is 5 | number of threads is 8 | block size is 8,,,
elapsed time = 91.50 | seconds power is 6 | number of threads is 8 | block size is 8,,,
elapsed time = 94.97 | seconds power is 7 | number of threads is 8 | block size is 8,,,
elapsed time = 98.46 | seconds power is 8 | number of threads is 8 | block size is 8,,,
elapsed time = 102.00 | seconds power is 9 | number of threads is 8 | block size is 8,,,
elapsed time = 105.53 | seconds power is 10 | number of threads is 8 | block size is 8,,,
elapsed time = 109.03 | seconds power is 11 | number of threads is 8 | block size is 8,,,
elapsed time = 112.56 | seconds power is 12 | number of threads is 8 | block size is 8,,,
elapsed time = 116.14 | seconds power is 13 | number of threads is 8 | block size is 8,,,
elapsed time = 119.66 | seconds power is 14 | number of threads is 8 | block size is 8,,,
elapsed time = 123.20 | seconds power is 15 | number of threads is 8 | block size is 8,,,
elapsed time = 126.68 | seconds power is 16 | number of threads is 8 | block size is 8,,,
elapsed time = 130.08 | seconds power is 2 | number of threads is 8 | block size is 16,,,
elapsed time = 133.47 | seconds power is 3 | number of threads is 8 | block size is 16,,,
elapsed time = 136.87 | seconds power is 4 | number of threads is 8 | block size is 16,,,
elapsed time = 140.27 | seconds power is 5 | number of threads is 8 | block size is 16,,,
elapsed time = 143.67 | seconds power is 6 | number of threads is 8 | block size is 16,,,
elapsed time = 147.07 | seconds power is 7 | number of threads is 8 | block size is 16,,,
elapsed time = 150.50 | seconds power is 8 | number of threads is 8 | block size is 16,,,
elapsed time = 153.91 | seconds power is 9 | number of threads is 8 | block size is 16,,,
elapsed time = 157.30 | seconds power is 10 | number of threads is 8 | block size is 16,,,
elapsed time = 160.70 | seconds power is 11 | number of threads is 8 | block size is 16,,,
elapsed time = 164.09 | seconds power is 12 | number of threads is 8 | block size is 16,,,
elapsed time = 167.47 | seconds power is 13 | number of threads is 8 | block size is 16,,,
elapsed time = 170.87 | seconds power is 14 | number of threads is 8 | block size is 16,,,
elapsed time = 174.26 | seconds power is 15 | number of threads is 8 | block size is 16,,,
elapsed time = 177.65 | seconds power is 16 | number of threads is 8 | block size is 16,,,
elapsed time = 181.07 | seconds power is 2 | number of threads is 8 | block size is 32,,,
elapsed time = 184.50 | seconds power is 3 | number of threads is 8 | block size is 32,,,
elapsed time = 187.92 | seconds power is 4 | number of threads is 8 | block size is 32,,,
elapsed time = 191.35 | seconds power is 5 | number of threads is 8 | block size is 32,,,
elapsed time = 194.78 | seconds power is 6 | number of threads is 8 | block size is 32,,,
elapsed time = 198.20 | seconds power is 7 | number of threads is 8 | block size is 32,,,
elapsed time = 201.61 | seconds power is 8 | number of threads is 8 | block size is 32,,,
elapsed time = 205.03 | seconds power is 9 | number of threads is 8 | block size is 32,,,
elapsed time = 208.46 | seconds power is 10 | number of threads is 8 | block size is 32,,,
elapsed time = 211.88 | seconds power is 11 | number of threads is 8 | block size is 32,,,
elapsed time = 215.32 | seconds power is 12 | number of threads is 8 | block size is 32,,,
elapsed time = 218.74 | seconds power is 13 | number of threads is 8 | block size is 32,,,
elapsed time = 222.16 | seconds power is 14 | number of threads is 8 | block size is 32,,,
elapsed time = 225.57 | seconds power is 15 | number of threads is 8 | block size is 32,,,
elapsed time = 228.99 | seconds power is 16 | number of threads is 8 | block size is 32,,,
elapsed time = 232.31 | seconds power is 2 | number of threads is 8 | block size is 64,,,
elapsed time = 235.63 | seconds power is 3 | number of threads is 8 | block size is 64,,,
elapsed time = 238.95 | seconds power is 4 | number of threads is 8 | block size is 64,,,
elapsed time = 242.28 | seconds power is 5 | number of threads is 8 | block size is 64,,,
elapsed time = 245.61 | seconds power is 6 | number of threads is 8 | block size is 64,,,
elapsed time = 248.93 | seconds power is 7 | number of threads is 8 | block size is 64,,,
elapsed time = 252.23 | seconds power is 8 | number of threads is 8 | block size is 64,,,
elapsed time = 255.56 | seconds power is 9 | number of threads is 8 | block size is 64,,,
elapsed time = 258.88 | seconds power is 10 | number of threads is 8 | block size is 64,,,
elapsed time = 262.20 | seconds power is 11 | number of threads is 8 | block size is 64,,,
elapsed time = 265.51 | seconds power is 12 | number of threads is 8 | block size is 64,,,
elapsed time = 268.83 | seconds power is 13 | number of threads is 8 | block size is 64,,,
elapsed time = 272.14 | seconds power is 14 | number of threads is 8 | block size is 64,,,
elapsed time = 275.46 | seconds power is 15 | number of threads is 8 | block size is 64,,,
elapsed time = 278.79 | seconds power is 16 | number of threads is 8 | block size is 64,,,
2048 8 thread done,,,
elapsed time = 4.58 | seconds power is 2 | number of threads is 10 | block size is 4,,,
elapsed time = 9.05 | seconds power is 3 | number of threads is 10 | block size is 4,,,
elapsed time = 13.54 | seconds power is 4 | number of threads is 10 | block size is 4,,,
elapsed time = 17.81 | seconds power is 5 | number of threads is 10 | block size is 4,,,
elapsed time = 22.35 | seconds power is 6 | number of threads is 10 | block size is 4,,,
elapsed time = 26.87 | seconds power is 7 | number of threads is 10 | block size is 4,,,
elapsed time = 31.35 | seconds power is 8 | number of threads is 10 | block size is 4,,,
elapsed time = 35.90 | seconds power is 9 | number of threads is 10 | block size is 4,,,
elapsed time = 40.50 | seconds power is 10 | number of threads is 10 | block size is 4,,,
elapsed time = 45.01 | seconds power is 11 | number of threads is 10 | block size is 4,,,
elapsed time = 49.55 | seconds power is 12 | number of threads is 10 | block size is 4,,,
elapsed time = 54.11 | seconds power is 13 | number of threads is 10 | block size is 4,,,
elapsed time = 58.56 | seconds power is 14 | number of threads is 10 | block size is 4,,,
elapsed time = 63.08 | seconds power is 15 | number of threads is 10 | block size is 4,,,
elapsed time = 67.57 | seconds power is 16 | number of threads is 10 | block size is 4,,,
elapsed time = 71.13 | seconds power is 2 | number of threads is 10 | block size is 8,,,
elapsed time = 74.71 | seconds power is 3 | number of threads is 10 | block size is 8,,,
elapsed time = 78.29 | seconds power is 4 | number of threads is 10 | block size is 8,,,
elapsed time = 82.10 | seconds power is 5 | number of threads is 10 | block size is 8,,,
elapsed time = 85.64 | seconds power is 6 | number of threads is 10 | block size is 8,,,
elapsed time = 89.25 | seconds power is 7 | number of threads is 10 | block size is 8,,,
elapsed time = 92.76 | seconds power is 8 | number of threads is 10 | block size is 8,,,
elapsed time = 96.35 | seconds power is 9 | number of threads is 10 | block size is 8,,,
elapsed time = 99.96 | seconds power is 10 | number of threads is 10 | block size is 8,,,
elapsed time = 103.53 | seconds power is 11 | number of threads is 10 | block size is 8,,,
elapsed time = 107.32 | seconds power is 12 | number of threads is 10 | block size is 8,,,
elapsed time = 110.92 | seconds power is 13 | number of threads is 10 | block size is 8,,,
elapsed time = 114.54 | seconds power is 14 | number of threads is 10 | block size is 8,,,
elapsed time = 118.10 | seconds power is 15 | number of threads is 10 | block size is 8,,,
elapsed time = 121.71 | seconds power is 16 | number of threads is 10 | block size is 8,,,
elapsed time = 125.33 | seconds power is 2 | number of threads is 10 | block size is 16,,,
elapsed time = 128.75 | seconds power is 3 | number of threads is 10 | block size is 16,,,
elapsed time = 132.17 | seconds power is 4 | number of threads is 10 | block size is 16,,,
elapsed time = 135.56 | seconds power is 5 | number of threads is 10 | block size is 16,,,
elapsed time = 138.97 | seconds power is 6 | number of threads is 10 | block size is 16,,,
elapsed time = 142.37 | seconds power is 7 | number of threads is 10 | block size is 16,,,
elapsed time = 145.95 | seconds power is 8 | number of threads is 10 | block size is 16,,,
elapsed time = 149.35 | seconds power is 9 | number of threads is 10 | block size is 16,,,
elapsed time = 152.78 | seconds power is 10 | number of threads is 10 | block size is 16,,,
elapsed time = 156.08 | seconds power is 11 | number of threads is 10 | block size is 16,,,
elapsed time = 159.50 | seconds power is 12 | number of threads is 10 | block size is 16,,,
elapsed time = 163.07 | seconds power is 13 | number of threads is 10 | block size is 16,,,
elapsed time = 166.48 | seconds power is 14 | number of threads is 10 | block size is 16,,,
elapsed time = 169.89 | seconds power is 15 | number of threads is 10 | block size is 16,,,
elapsed time = 173.30 | seconds power is 16 | number of threads is 10 | block size is 16,,,
elapsed time = 176.51 | seconds power is 2 | number of threads is 10 | block size is 32,,,
elapsed time = 180.02 | seconds power is 3 | number of threads is 10 | block size is 32,,,
elapsed time = 183.49 | seconds power is 4 | number of threads is 10 | block size is 32,,,
elapsed time = 187.01 | seconds power is 5 | number of threads is 10 | block size is 32,,,
elapsed time = 190.28 | seconds power is 6 | number of threads is 10 | block size is 32,,,
elapsed time = 193.54 | seconds power is 7 | number of threads is 10 | block size is 32,,,
elapsed time = 197.05 | seconds power is 8 | number of threads is 10 | block size is 32,,,
elapsed time = 200.57 | seconds power is 9 | number of threads is 10 | block size is 32,,,
elapsed time = 204.06 | seconds power is 10 | number of threads is 10 | block size is 32,,,
elapsed time = 207.61 | seconds power is 11 | number of threads is 10 | block size is 32,,,
elapsed time = 211.12 | seconds power is 12 | number of threads is 10 | block size is 32,,,
elapsed time = 214.59 | seconds power is 13 | number of threads is 10 | block size is 32,,,
elapsed time = 218.29 | seconds power is 14 | number of threads is 10 | block size is 32,,,
elapsed time = 221.61 | seconds power is 15 | number of threads is 10 | block size is 32,,,
elapsed time = 225.14 | seconds power is 16 | number of threads is 10 | block size is 32,,,
elapsed time = 228.99 | seconds power is 2 | number of threads is 10 | block size is 64,,,
elapsed time = 232.17 | seconds power is 3 | number of threads is 10 | block size is 64,,,
elapsed time = 235.99 | seconds power is 4 | number of threads is 10 | block size is 64,,,
elapsed time = 239.59 | seconds power is 5 | number of threads is 10 | block size is 64,,,
elapsed time = 243.62 | seconds power is 6 | number of threads is 10 | block size is 64,,,
elapsed time = 247.37 | seconds power is 7 | number of threads is 10 | block size is 64,,,
elapsed time = 250.85 | seconds power is 8 | number of threads is 10 | block size is 64,,,
elapsed time = 254.67 | seconds power is 9 | number of threads is 10 | block size is 64,,,
elapsed time = 257.91 | seconds power is 10 | number of threads is 10 | block size is 64,,,
elapsed time = 261.82 | seconds power is 11 | number of threads is 10 | block size is 64,,,
elapsed time = 265.34 | seconds power is 12 | number of threads is 10 | block size is 64,,,
