1  125.892715 seconds  
2  63.294407 seconds  
4  32.897341 seconds  
6  23.883198 seconds  
8  20.065894 seconds  
10 22.147512 seconds  
12 19.179427 seconds  
14 17.792359 seconds  
16 16.641137 seconds  
