1  68.569284 seconds 
2  34.507679 seconds 
4  17.720230 seconds 
6  12.842924 seconds 
8  10.148533 seconds 
10 11.591229 seconds 
12 10.184327 seconds 
14 9.479522 seconds  
16 9.013359 seconds  
