512x512 bmm transpose 1,,,
Elapsed time,Power,No of threads,Block size
2.6,16,10,16
2.66,2,10,32
2.7,3,10,32
2.75,4,10,32
2.79,5,10,32
2.84,6,10,32
2.88,7,10,32
2.92,8,10,32
2.97,9,10,32
3.01,10,10,32
3.06,11,10,32
3.1,12,10,32
3.15,13,10,32
3.19,14,10,32
3.24,15,10,32
3.28,16,10,32
3.33,2,10,64
3.37,3,10,64
3.41,4,10,64
3.45,5,10,64
3.5,6,10,64
3.54,7,10,64
3.58,8,10,64
3.62,9,10,64
3.67,10,10,64
3.71,11,10,64
3.75,12,10,64
3.8,13,10,64
3.84,14,10,64
3.89,15,10,64
3.93,16,10,64
512 10 thread done,,,
0.06,2,12,4
0.12,3,12,4
0.18,4,12,4
0.24,5,12,4
0.3,6,12,4
0.36,7,12,4
0.42,8,12,4
0.47,9,12,4
0.53,10,12,4
0.59,11,12,4
0.65,12,12,4
0.71,13,12,4
0.76,14,12,4
0.82,15,12,4
0.88,16,12,4
0.94,2,12,8
0.99,3,12,8
1.04,4,12,8
1.1,5,12,8
1.15,6,12,8
1.21,7,12,8
1.26,8,12,8
1.32,9,12,8
1.37,10,12,8
1.43,11,12,8
1.48,12,12,8
1.53,13,12,8
1.59,14,12,8
1.64,15,12,8
1.7,16,12,8
1.75,2,12,16
1.8,3,12,16
1.85,4,12,16
1.89,5,12,16
1.94,6,12,16
1.98,7,12,16
2.01,8,12,16
2.05,9,12,16
2.08,10,12,16
2.12,11,12,16
2.16,12,12,16
2.19,13,12,16
2.23,14,12,16
2.26,15,12,16
2.3,16,12,16
2.34,2,12,32
2.39,3,12,32
2.44,4,12,32
2.48,5,12,32
2.53,6,12,32
2.57,7,12,32
2.62,8,12,32
2.66,9,12,32
2.71,10,12,32
2.75,11,12,32
2.8,12,12,32
2.84,13,12,32
2.89,14,12,32
2.93,15,12,32
2.98,16,12,32
3.03,2,12,64
3.09,3,12,64
3.13,4,12,64
3.17,5,12,64
3.21,6,12,64
3.26,7,12,64
3.3,8,12,64
3.34,9,12,64
3.38,10,12,64
3.43,11,12,64
3.47,12,12,64
3.51,13,12,64
3.55,14,12,64
3.6,15,12,64
3.64,16,12,64
512 12 thread done,,,
0.07,2,14,4
0.12,3,14,4
0.18,4,14,4
0.23,5,14,4
0.29,6,14,4
0.35,7,14,4
0.4,8,14,4
0.46,9,14,4
0.52,10,14,4
0.58,11,14,4
0.64,12,14,4
0.7,13,14,4
0.76,14,14,4
0.82,15,14,4
0.87,16,14,4
0.93,2,14,8
0.99,3,14,8
1.04,4,14,8
1.1,5,14,8
1.15,6,14,8
1.2,7,14,8
1.26,8,14,8
1.31,9,14,8
1.37,10,14,8
1.42,11,14,8
1.48,12,14,8
1.53,13,14,8
1.59,14,14,8
1.64,15,14,8
1.7,16,14,8
1.76,2,14,16
1.81,3,14,16
1.87,4,14,16
1.93,5,14,16
1.99,6,14,16
2.06,7,14,16
2.12,8,14,16
2.19,9,14,16
2.25,10,14,16
2.3,11,14,16
2.36,12,14,16
2.41,13,14,16
2.47,14,14,16
2.53,15,14,16
2.59,16,14,16
2.65,2,14,32
2.72,3,14,32
2.78,4,14,32
2.84,5,14,32
2.91,6,14,32
2.98,7,14,32
3.05,8,14,32
3.09,9,14,32
3.16,10,14,32
3.21,11,14,32
3.25,12,14,32
3.32,13,14,32
3.38,14,14,32
3.45,15,14,32
3.51,16,14,32
3.59,2,14,64
3.65,3,14,64
3.72,4,14,64
3.78,5,14,64
3.84,6,14,64
3.91,7,14,64
3.97,8,14,64
4.03,9,14,64
4.09,10,14,64
4.16,11,14,64
4.22,12,14,64
4.28,13,14,64
4.34,14,14,64
4.4,15,14,64
4.47,16,14,64
512 14 thread done,,,
0.06,2,16,4
0.11,3,16,4
0.17,4,16,4
0.22,5,16,4
0.27,6,16,4
0.32,7,16,4
0.38,8,16,4
0.44,9,16,4
0.49,10,16,4
0.54,11,16,4
0.59,12,16,4
0.64,13,16,4
0.69,14,16,4
0.75,15,16,4
0.8,16,16,4
0.85,2,16,8
0.89,3,16,8
0.94,4,16,8
0.99,5,16,8
1.04,6,16,8
1.08,7,16,8
1.14,8,16,8
1.19,9,16,8
1.24,10,16,8
1.28,11,16,8
1.33,12,16,8
1.38,13,16,8
1.44,14,16,8
1.5,15,16,8
1.55,16,16,8
1.61,2,16,16
1.65,3,16,16
1.7,4,16,16
1.75,5,16,16
1.79,6,16,16
1.84,7,16,16
1.89,8,16,16
1.93,9,16,16
1.98,10,16,16
2.02,11,16,16
2.07,12,16,16
2.12,13,16,16
2.16,14,16,16
2.21,15,16,16
2.26,16,16,16
2.3,2,16,32
2.35,3,16,32
2.4,4,16,32
2.45,5,16,32
2.5,6,16,32
2.54,7,16,32
2.59,8,16,32
2.64,9,16,32
2.68,10,16,32
2.73,11,16,32
2.77,12,16,32
2.83,13,16,32
2.87,14,16,32
2.92,15,16,32
2.96,16,16,32
3.03,2,16,64
3.09,3,16,64
3.15,4,16,64
3.21,5,16,64
3.27,6,16,64
3.33,7,16,64
3.4,8,16,64
3.46,9,16,64
3.52,10,16,64
3.59,11,16,64
3.65,12,16,64
3.72,13,16,64
3.78,14,16,64
3.84,15,16,64
3.91,16,16,64
512 16 thread done,,,
