512x512 bmm transpose 3,,,
Elapsed time,Power,No of threads,Block size
2.38,16,8,16
2.43,2,8,32
2.48,3,8,32
2.53,4,8,32
2.58,5,8,32
2.63,6,8,32
2.68,7,8,32
2.72,8,8,32
2.77,9,8,32
2.82,10,8,32
2.87,11,8,32
2.92,12,8,32
2.97,13,8,32
3.02,14,8,32
3.06,15,8,32
3.11,16,8,32
3.16,2,8,64
3.21,3,8,64
3.25,4,8,64
3.3,5,8,64
3.35,6,8,64
3.4,7,8,64
3.44,8,8,64
3.49,9,8,64
3.54,10,8,64
3.58,11,8,64
3.63,12,8,64
3.68,13,8,64
3.73,14,8,64
3.77,15,8,64
3.82,16,8,64
512 8 thread done,,,
0.08,2,10,4
0.14,3,10,4
0.21,4,10,4
0.27,5,10,4
0.34,6,10,4
0.4,7,10,4
0.47,8,10,4
0.54,9,10,4
0.61,10,10,4
0.67,11,10,4
0.74,12,10,4
0.81,13,10,4
0.87,14,10,4
0.94,15,10,4
1.01,16,10,4
1.07,2,10,8
1.13,3,10,8
1.19,4,10,8
1.25,5,10,8
1.31,6,10,8
1.37,7,10,8
1.43,8,10,8
1.49,9,10,8
1.56,10,10,8
1.62,11,10,8
1.68,12,10,8
1.74,13,10,8
1.8,14,10,8
1.86,15,10,8
1.93,16,10,8
1.99,2,10,16
2.04,3,10,16
2.09,4,10,16
2.14,5,10,16
2.2,6,10,16
2.25,7,10,16
2.3,8,10,16
2.35,9,10,16
2.41,10,10,16
2.46,11,10,16
2.51,12,10,16
2.56,13,10,16
2.62,14,10,16
2.67,15,10,16
2.72,16,10,16
2.78,2,10,32
2.83,3,10,32
2.88,4,10,32
2.93,5,10,32
2.97,6,10,32
3.02,7,10,32
3.07,8,10,32
3.12,9,10,32
3.17,10,10,32
3.22,11,10,32
3.27,12,10,32
3.32,13,10,32
3.37,14,10,32
3.41,15,10,32
3.46,16,10,32
3.52,2,10,64
3.56,3,10,64
3.61,4,10,64
3.66,5,10,64
3.7,6,10,64
3.75,7,10,64
3.8,8,10,64
3.84,9,10,64
3.89,10,10,64
3.94,11,10,64
3.99,12,10,64
4.03,13,10,64
4.08,14,10,64
4.13,15,10,64
4.17,16,10,64
512 10 thread done,,,
0.06,2,12,4
0.11,3,12,4
0.17,4,12,4
0.23,5,12,4
0.28,6,12,4
0.34,7,12,4
0.4,8,12,4
0.45,9,12,4
0.51,10,12,4
0.57,11,12,4
0.63,12,12,4
0.69,13,12,4
0.75,14,12,4
0.81,15,12,4
0.87,16,12,4
0.93,2,12,8
0.99,3,12,8
1.04,4,12,8
1.1,5,12,8
1.15,6,12,8
1.21,7,12,8
1.26,8,12,8
1.32,9,12,8
1.37,10,12,8
1.43,11,12,8
1.48,12,12,8
1.52,13,12,8
1.57,14,12,8
1.62,15,12,8
1.67,16,12,8
1.72,2,12,16
1.78,3,12,16
1.83,4,12,16
1.88,5,12,16
1.93,6,12,16
1.98,7,12,16
2.04,8,12,16
2.09,9,12,16
2.14,10,12,16
2.19,11,12,16
2.25,12,12,16
2.3,13,12,16
2.35,14,12,16
2.4,15,12,16
2.45,16,12,16
2.51,2,12,32
2.56,3,12,32
2.61,4,12,32
2.66,5,12,32
2.71,6,12,32
2.76,7,12,32
2.8,8,12,32
2.85,9,12,32
2.9,10,12,32
2.95,11,12,32
3,12,12,32
3.05,13,12,32
3.09,14,12,32
3.14,15,12,32
3.19,16,12,32
3.24,2,12,64
3.29,3,12,64
3.34,4,12,64
3.38,5,12,64
3.43,6,12,64
3.48,7,12,64
3.53,8,12,64
3.57,9,12,64
3.62,10,12,64
3.67,11,12,64
3.72,12,12,64
3.77,13,12,64
3.81,14,12,64
3.86,15,12,64
3.91,16,12,64
512 12 thread done,,,
0.07,2,14,4
0.13,3,14,4
0.19,4,14,4
0.26,5,14,4
0.32,6,14,4
0.38,7,14,4
0.44,8,14,4
0.51,9,14,4
0.57,10,14,4
0.63,11,14,4
0.69,12,14,4
0.75,13,14,4
0.82,14,14,4
0.88,15,14,4
0.94,16,14,4
1,2,14,8
1.07,3,14,8
1.13,4,14,8
1.19,5,14,8
1.25,6,14,8
1.3,7,14,8
1.36,8,14,8
1.42,9,14,8
1.48,10,14,8
1.54,11,14,8
1.6,12,14,8
1.65,13,14,8
1.71,14,14,8
1.77,15,14,8
1.83,16,14,8
1.89,2,14,16
1.95,3,14,16
2.02,4,14,16
2.08,5,14,16
2.14,6,14,16
2.2,7,14,16
2.26,8,14,16
2.32,9,14,16
2.38,10,14,16
2.44,11,14,16
2.5,12,14,16
2.55,13,14,16
2.62,14,14,16
2.67,15,14,16
2.73,16,14,16
2.79,2,14,32
2.85,3,14,32
2.92,4,14,32
2.99,5,14,32
3.03,6,14,32
3.08,7,14,32
3.13,8,14,32
3.18,9,14,32
3.23,10,14,32
3.28,11,14,32
3.33,12,14,32
3.39,13,14,32
3.44,14,14,32
3.48,15,14,32
3.54,16,14,32
3.59,2,14,64
3.64,3,14,64
3.69,4,14,64
3.74,5,14,64
3.79,6,14,64
3.84,7,14,64
3.89,8,14,64
3.94,9,14,64
3.99,10,14,64
4.04,11,14,64
4.09,12,14,64
4.14,13,14,64
4.2,14,14,64
4.25,15,14,64
4.3,16,14,64
512 14 thread done,,,
0.06,2,16,4
0.11,3,16,4
0.16,4,16,4
0.22,5,16,4
0.27,6,16,4
0.33,7,16,4
0.38,8,16,4
0.44,9,16,4
0.5,10,16,4
0.55,11,16,4
0.61,12,16,4
0.66,13,16,4
0.72,14,16,4
0.78,15,16,4
0.84,16,16,4
0.9,2,16,8
0.96,3,16,8
1.01,4,16,8
1.06,5,16,8
1.11,6,16,8
1.16,7,16,8
1.21,8,16,8
1.27,9,16,8
1.32,10,16,8
1.37,11,16,8
1.42,12,16,8
1.47,13,16,8
1.52,14,16,8
1.57,15,16,8
1.62,16,16,8
1.68,2,16,16
1.73,3,16,16
1.78,4,16,16
1.83,5,16,16
1.88,6,16,16
1.93,7,16,16
1.99,8,16,16
2.04,9,16,16
2.09,10,16,16
2.14,11,16,16
2.19,12,16,16
2.24,13,16,16
2.29,14,16,16
2.34,15,16,16
2.39,16,16,16
2.44,2,16,32
2.49,3,16,32
2.54,4,16,32
2.59,5,16,32
2.64,6,16,32
2.69,7,16,32
2.74,8,16,32
2.79,9,16,32
2.84,10,16,32
2.89,11,16,32
2.94,12,16,32
2.99,13,16,32
3.04,14,16,32
3.09,15,16,32
3.14,16,16,32
3.21,2,16,64
3.28,3,16,64
3.34,4,16,64
3.42,5,16,64
3.47,6,16,64
3.52,7,16,64
3.57,8,16,64
3.62,9,16,64
3.67,10,16,64
3.72,11,16,64
3.78,12,16,64
3.83,13,16,64
3.88,14,16,64
3.93,15,16,64
3.98,16,16,64
512 16 thread done,,,
