512x512 bmm transpose 2,,,
Elapsed time,Power,No of threads,Block size
8.81,11,2,32
8.96,12,2,32
9.11,13,2,32
9.26,14,2,32
9.41,15,2,32
9.56,16,2,32
9.7,2,2,64
9.85,3,2,64
10,4,2,64
10.14,5,2,64
10.29,6,2,64
10.44,7,2,64
10.58,8,2,64
10.73,9,2,64
10.88,10,2,64
11.02,11,2,64
11.17,12,2,64
11.31,13,2,64
11.45,14,2,64
11.6,15,2,64
11.75,16,2,64
512 2 thread done,,,
0.09,2,4,4
0.19,3,4,4
0.28,4,4,4
0.37,5,4,4
0.46,6,4,4
0.56,7,4,4
0.65,8,4,4
0.74,9,4,4
0.83,10,4,4
0.93,11,4,4
1.02,12,4,4
1.11,13,4,4
1.21,14,4,4
1.3,15,4,4
1.39,16,4,4
1.48,2,4,8
1.56,3,4,8
1.64,4,4,8
1.72,5,4,8
1.81,6,4,8
1.89,7,4,8
1.97,8,4,8
2.05,9,4,8
2.13,10,4,8
2.21,11,4,8
2.29,12,4,8
2.37,13,4,8
2.46,14,4,8
2.54,15,4,8
2.62,16,4,8
2.69,2,4,16
2.77,3,4,16
2.85,4,4,16
2.92,5,4,16
3,6,4,16
3.08,7,4,16
3.16,8,4,16
3.23,9,4,16
3.31,10,4,16
3.39,11,4,16
3.46,12,4,16
3.54,13,4,16
3.62,14,4,16
3.7,15,4,16
3.77,16,4,16
3.85,2,4,32
3.93,3,4,32
4.01,4,4,32
4.09,5,4,32
4.16,6,4,32
4.24,7,4,32
4.32,8,4,32
4.39,9,4,32
4.47,10,4,32
4.55,11,4,32
4.63,12,4,32
4.7,13,4,32
4.78,14,4,32
4.86,15,4,32
4.93,16,4,32
5.01,2,4,64
5.08,3,4,64
5.16,4,4,64
5.23,5,4,64
5.31,6,4,64
5.38,7,4,64
5.45,8,4,64
5.53,9,4,64
5.6,10,4,64
5.68,11,4,64
5.75,12,4,64
5.83,13,4,64
5.9,14,4,64
5.98,15,4,64
6.05,16,4,64
512 4 thread done,,,
0.1,2,6,4
0.16,3,6,4
0.23,4,6,4
0.3,5,6,4
0.36,6,6,4
0.43,7,6,4
0.49,8,6,4
0.56,9,6,4
0.62,10,6,4
0.69,11,6,4
0.75,12,6,4
0.81,13,6,4
0.88,14,6,4
0.94,15,6,4
1,16,6,4
1.06,2,6,8
1.12,3,6,8
1.17,4,6,8
1.23,5,6,8
1.29,6,6,8
1.35,7,6,8
1.4,8,6,8
1.46,9,6,8
1.52,10,6,8
1.58,11,6,8
1.63,12,6,8
1.69,13,6,8
1.75,14,6,8
1.81,15,6,8
1.87,16,6,8
1.93,2,6,16
1.99,3,6,16
2.05,4,6,16
2.11,5,6,16
2.16,6,6,16
2.22,7,6,16
2.28,8,6,16
2.34,9,6,16
2.4,10,6,16
2.46,11,6,16
2.52,12,6,16
2.58,13,6,16
2.64,14,6,16
2.7,15,6,16
2.76,16,6,16
2.82,2,6,32
2.88,3,6,32
2.94,4,6,32
3,5,6,32
3.05,6,6,32
3.11,7,6,32
3.17,8,6,32
3.23,9,6,32
3.29,10,6,32
3.35,11,6,32
3.4,12,6,32
3.46,13,6,32
3.52,14,6,32
3.58,15,6,32
3.64,16,6,32
3.71,2,6,64
3.79,3,6,64
3.86,4,6,64
3.94,5,6,64
4.01,6,6,64
4.08,7,6,64
4.16,8,6,64
4.23,9,6,64
4.31,10,6,64
4.38,11,6,64
4.46,12,6,64
4.53,13,6,64
4.61,14,6,64
4.68,15,6,64
4.75,16,6,64
512 6 thread done,,,
0.06,2,8,4
0.12,3,8,4
0.17,4,8,4
0.22,5,8,4
0.27,6,8,4
0.32,7,8,4
0.37,8,8,4
0.42,9,8,4
0.48,10,8,4
0.53,11,8,4
0.58,12,8,4
0.63,13,8,4
0.68,14,8,4
0.73,15,8,4
0.78,16,8,4
0.83,2,8,8
0.87,3,8,8
0.92,4,8,8
0.96,5,8,8
1.01,6,8,8
1.05,7,8,8
1.1,8,8,8
1.15,9,8,8
1.19,10,8,8
1.24,11,8,8
1.28,12,8,8
1.33,13,8,8
1.37,14,8,8
1.42,15,8,8
1.47,16,8,8
1.51,2,8,16
1.55,3,8,16
1.59,4,8,16
1.64,5,8,16
1.68,6,8,16
1.72,7,8,16
1.77,8,8,16
1.81,9,8,16
1.85,10,8,16
1.9,11,8,16
1.94,12,8,16
1.99,13,8,16
2.03,14,8,16
2.08,15,8,16
2.12,16,8,16
2.17,2,8,32
2.21,3,8,32
2.25,4,8,32
2.3,5,8,32
2.34,6,8,32
2.38,7,8,32
2.43,8,8,32
2.47,9,8,32
2.52,10,8,32
2.56,11,8,32
2.6,12,8,32
2.65,13,8,32
2.69,14,8,32
2.73,15,8,32
2.78,16,8,32
2.82,2,8,64
2.86,3,8,64
2.9,4,8,64
2.94,5,8,64
2.99,6,8,64
3.03,7,8,64
3.07,8,8,64
3.11,9,8,64
3.15,10,8,64
3.2,11,8,64
3.24,12,8,64
3.28,13,8,64
3.32,14,8,64
3.36,15,8,64
3.41,16,8,64
512 8 thread done,,,
0.08,2,10,4
0.15,3,10,4
0.21,4,10,4
0.28,5,10,4
0.34,6,10,4
0.41,7,10,4
0.47,8,10,4
0.53,9,10,4
0.6,10,10,4
0.66,11,10,4
0.73,12,10,4
0.79,13,10,4
0.85,14,10,4
0.92,15,10,4
0.98,16,10,4
1.04,2,10,8
1.1,3,10,8
1.15,4,10,8
1.21,5,10,8
1.27,6,10,8
1.33,7,10,8
1.39,8,10,8
1.45,9,10,8
1.51,10,10,8
1.57,11,10,8
1.62,12,10,8
1.68,13,10,8
1.74,14,10,8
1.8,15,10,8
1.85,16,10,8
1.9,2,10,16
1.95,3,10,16
2,4,10,16
2.05,5,10,16
2.1,6,10,16
2.15,7,10,16
2.2,8,10,16
2.25,9,10,16
2.3,10,10,16
2.35,11,10,16
2.4,12,10,16
2.45,13,10,16
2.5,14,10,16
2.54,15,10,16
2.59,16,10,16
2.65,2,10,32
2.69,3,10,32
2.74,4,10,32
2.78,5,10,32
2.83,6,10,32
2.87,7,10,32
2.92,8,10,32
2.96,9,10,32
3.01,10,10,32
3.05,11,10,32
3.1,12,10,32
3.14,13,10,32
3.19,14,10,32
3.23,15,10,32
3.28,16,10,32
3.32,2,10,64
3.36,3,10,64
3.4,4,10,64
3.45,5,10,64
3.49,6,10,64
3.53,7,10,64
3.57,8,10,64
3.61,9,10,64
3.66,10,10,64
3.7,11,10,64
3.74,12,10,64
3.78,13,10,64
3.82,14,10,64
3.87,15,10,64
3.91,16,10,64
512 10 thread done,,,
0.07,2,12,4
0.12,3,12,4
0.18,4,12,4
0.23,5,12,4
0.29,6,12,4
0.34,7,12,4
0.4,8,12,4
0.45,9,12,4
0.51,10,12,4
0.57,11,12,4
0.63,12,12,4
0.68,13,12,4
0.74,14,12,4
0.8,15,12,4
0.85,16,12,4
0.91,2,12,8
0.96,3,12,8
1.02,4,12,8
1.07,5,12,8
1.13,6,12,8
1.18,7,12,8
1.24,8,12,8
1.29,9,12,8
1.34,10,12,8
1.4,11,12,8
1.45,12,12,8
1.5,13,12,8
1.56,14,12,8
1.61,15,12,8
1.66,16,12,8
1.71,2,12,16
1.76,3,12,16
1.81,4,12,16
1.86,5,12,16
1.91,6,12,16
1.96,7,12,16
2.01,8,12,16
2.06,9,12,16
2.11,10,12,16
2.14,11,12,16
2.18,12,12,16
2.21,13,12,16
2.25,14,12,16
2.28,15,12,16
2.32,16,12,16
2.37,2,12,32
2.41,3,12,32
2.46,4,12,32
2.5,5,12,32
2.55,6,12,32
2.59,7,12,32
2.64,8,12,32
2.68,9,12,32
2.73,10,12,32
2.77,11,12,32
2.82,12,12,32
2.86,13,12,32
2.91,14,12,32
2.96,15,12,32
3,16,12,32
3.05,2,12,64
3.09,3,12,64
3.13,4,12,64
3.18,5,12,64
3.22,6,12,64
3.26,7,12,64
3.3,8,12,64
3.34,9,12,64
3.39,10,12,64
3.43,11,12,64
3.47,12,12,64
3.51,13,12,64
3.56,14,12,64
3.6,15,12,64
3.64,16,12,64
512 12 thread done,,,
0.07,2,14,4
0.13,3,14,4
0.19,4,14,4
0.24,5,14,4
0.3,6,14,4
0.35,7,14,4
0.41,8,14,4
0.47,9,14,4
0.52,10,14,4
0.58,11,14,4
0.64,12,14,4
0.69,13,14,4
0.75,14,14,4
0.81,15,14,4
0.86,16,14,4
0.92,2,14,8
0.97,3,14,8
1.03,4,14,8
1.08,5,14,8
1.13,6,14,8
1.19,7,14,8
1.24,8,14,8
1.29,9,14,8
1.34,10,14,8
1.4,11,14,8
1.46,12,14,8
1.51,13,14,8
1.56,14,14,8
1.61,15,14,8
1.67,16,14,8
1.73,2,14,16
1.78,3,14,16
1.84,4,14,16
1.9,5,14,16
1.95,6,14,16
2.01,7,14,16
2.07,8,14,16
2.12,9,14,16
2.18,10,14,16
2.24,11,14,16
2.3,12,14,16
2.35,13,14,16
2.41,14,14,16
2.46,15,14,16
2.52,16,14,16
2.59,2,14,32
2.65,3,14,32
2.7,4,14,32
2.74,5,14,32
2.79,6,14,32
2.84,7,14,32
2.88,8,14,32
2.93,9,14,32
2.98,10,14,32
3.03,11,14,32
3.07,12,14,32
3.12,13,14,32
3.16,14,14,32
3.21,15,14,32
3.26,16,14,32
3.31,2,14,64
3.37,3,14,64
3.42,4,14,64
3.47,5,14,64
3.51,6,14,64
3.56,7,14,64
3.6,8,14,64
3.65,9,14,64
3.69,10,14,64
3.74,11,14,64
3.78,12,14,64
3.83,13,14,64
3.87,14,14,64
3.92,15,14,64
3.96,16,14,64
512 14 thread done,,,
0.06,2,16,4
0.12,3,16,4
0.18,4,16,4
0.24,5,16,4
0.29,6,16,4
0.34,7,16,4
0.4,8,16,4
0.47,9,16,4
0.53,10,16,4
0.58,11,16,4
0.64,12,16,4
0.69,13,16,4
0.74,14,16,4
0.79,15,16,4
0.85,16,16,4
0.89,2,16,8
0.94,3,16,8
0.99,4,16,8
1.03,5,16,8
1.08,6,16,8
1.13,7,16,8
1.17,8,16,8
1.22,9,16,8
1.27,10,16,8
1.31,11,16,8
1.36,12,16,8
1.41,13,16,8
1.46,14,16,8
1.5,15,16,8
1.55,16,16,8
1.6,2,16,16
1.64,3,16,16
1.69,4,16,16
1.74,5,16,16
1.78,6,16,16
1.83,7,16,16
1.88,8,16,16
1.92,9,16,16
1.97,10,16,16
2.02,11,16,16
2.06,12,16,16
2.11,13,16,16
2.16,14,16,16
2.2,15,16,16
2.25,16,16,16
2.3,2,16,32
2.34,3,16,32
2.39,4,16,32
2.43,5,16,32
2.48,6,16,32
2.53,7,16,32
2.57,8,16,32
2.62,9,16,32
2.66,10,16,32
2.71,11,16,32
2.76,12,16,32
2.8,13,16,32
2.85,14,16,32
2.9,15,16,32
2.94,16,16,32
3.01,2,16,64
3.07,3,16,64
3.13,4,16,64
3.17,5,16,64
3.22,6,16,64
3.26,7,16,64
3.31,8,16,64
3.35,9,16,64
3.4,10,16,64
3.44,11,16,64
3.49,12,16,64
3.54,13,16,64
3.58,14,16,64
3.63,15,16,64
3.67,16,16,64
512 16 thread done,,,
