512x512 BMM 4,,,
Elapsed time,Power,No of threads,Block size
2.71,2,10,32
2.76,3,10,32
2.81,4,10,32
2.86,5,10,32
2.91,6,10,32
2.96,7,10,32
3.01,8,10,32
3.05,9,10,32
3.1,10,10,32
3.15,11,10,32
3.2,12,10,32
3.25,13,10,32
3.3,14,10,32
3.35,15,10,32
3.4,16,10,32
3.46,2,10,64
3.51,3,10,64
3.55,4,10,64
3.6,5,10,64
3.65,6,10,64
3.7,7,10,64
3.74,8,10,64
3.79,9,10,64
3.84,10,10,64
3.88,11,10,64
3.93,12,10,64
3.98,13,10,64
4.03,14,10,64
4.07,15,10,64
4.12,16,10,64
512 10 thread done,,,
0.07,2,12,4
0.13,3,12,4
0.18,4,12,4
0.24,5,12,4
0.3,6,12,4
0.36,7,12,4
0.42,8,12,4
0.48,9,12,4
0.54,10,12,4
0.6,11,12,4
0.66,12,12,4
0.72,13,12,4
0.78,14,12,4
0.84,15,12,4
0.9,16,12,4
0.96,2,12,8
1.01,3,12,8
1.07,4,12,8
1.13,5,12,8
1.18,6,12,8
1.24,7,12,8
1.29,8,12,8
1.35,9,12,8
1.41,10,12,8
1.46,11,12,8
1.52,12,12,8
1.58,13,12,8
1.63,14,12,8
1.69,15,12,8
1.74,16,12,8
1.79,2,12,16
1.85,3,12,16
1.9,4,12,16
1.95,5,12,16
2,6,12,16
2.06,7,12,16
2.11,8,12,16
2.16,9,12,16
2.22,10,12,16
2.27,11,12,16
2.32,12,12,16
2.37,13,12,16
2.42,14,12,16
2.45,15,12,16
2.49,16,12,16
2.55,2,12,32
2.59,3,12,32
2.64,4,12,32
2.69,5,12,32
2.74,6,12,32
2.79,7,12,32
2.84,8,12,32
2.89,9,12,32
2.93,10,12,32
2.98,11,12,32
3.03,12,12,32
3.08,13,12,32
3.13,14,12,32
3.18,15,12,32
3.23,16,12,32
3.29,2,12,64
3.34,3,12,64
3.38,4,12,64
3.43,5,12,64
3.48,6,12,64
3.53,7,12,64
3.57,8,12,64
3.62,9,12,64
3.67,10,12,64
3.71,11,12,64
3.76,12,12,64
3.81,13,12,64
3.86,14,12,64
3.9,15,12,64
3.95,16,12,64
512 12 thread done,,,
0.07,2,14,4
0.13,3,14,4
0.18,4,14,4
0.24,5,14,4
0.3,6,14,4
0.36,7,14,4
0.42,8,14,4
0.48,9,14,4
0.54,10,14,4
0.6,11,14,4
0.66,12,14,4
0.72,13,14,4
0.78,14,14,4
0.84,15,14,4
0.9,16,14,4
0.95,2,14,8
1,3,14,8
1.06,4,14,8
1.12,5,14,8
1.18,6,14,8
1.24,7,14,8
1.3,8,14,8
1.36,9,14,8
1.42,10,14,8
1.47,11,14,8
1.53,12,14,8
1.59,13,14,8
1.64,14,14,8
1.7,15,14,8
1.76,16,14,8
1.81,2,14,16
1.87,3,14,16
1.93,4,14,16
2,5,14,16
2.05,6,14,16
2.11,7,14,16
2.17,8,14,16
2.24,9,14,16
2.3,10,14,16
2.35,11,14,16
2.41,12,14,16
2.48,13,14,16
2.54,14,14,16
2.6,15,14,16
2.66,16,14,16
2.73,2,14,32
2.8,3,14,32
2.86,4,14,32
2.93,5,14,32
3,6,14,32
3.06,7,14,32
3.12,8,14,32
3.19,9,14,32
3.26,10,14,32
3.33,11,14,32
3.39,12,14,32
3.46,13,14,32
3.53,14,14,32
3.6,15,14,32
3.66,16,14,32
3.72,2,14,64
3.79,3,14,64
3.85,4,14,64
3.91,5,14,64
3.98,6,14,64
4.04,7,14,64
4.11,8,14,64
4.18,9,14,64
4.24,10,14,64
4.31,11,14,64
4.37,12,14,64
4.44,13,14,64
4.5,14,14,64
4.57,15,14,64
4.63,16,14,64
512 14 thread done,,,
0.06,2,16,4
0.12,3,16,4
0.18,4,16,4
0.24,5,16,4
0.3,6,16,4
0.35,7,16,4
0.41,8,16,4
0.46,9,16,4
0.52,10,16,4
0.58,11,16,4
0.63,12,16,4
0.69,13,16,4
0.74,14,16,4
0.8,15,16,4
0.86,16,16,4
0.91,2,16,8
0.96,3,16,8
1.01,4,16,8
1.06,5,16,8
1.11,6,16,8
1.17,7,16,8
1.22,8,16,8
1.27,9,16,8
1.32,10,16,8
1.37,11,16,8
1.42,12,16,8
1.47,13,16,8
1.53,14,16,8
1.58,15,16,8
1.63,16,16,8
1.68,2,16,16
1.73,3,16,16
1.78,4,16,16
1.83,5,16,16
1.89,6,16,16
1.94,7,16,16
1.99,8,16,16
2.04,9,16,16
2.09,10,16,16
2.15,11,16,16
2.2,12,16,16
2.25,13,16,16
2.3,14,16,16
2.35,15,16,16
2.4,16,16,16
2.45,2,16,32
2.5,3,16,32
2.55,4,16,32
2.69,5,16,32
2.74,6,16,32
2.78,7,16,32
2.84,8,16,32
2.88,9,16,32
2.93,10,16,32
2.98,11,16,32
3.02,12,16,32
3.07,13,16,32
3.12,14,16,32
3.17,15,16,32
3.22,16,16,32
3.31,2,16,64
3.37,3,16,64
3.43,4,16,64
3.5,5,16,64
3.57,6,16,64
3.66,7,16,64
3.74,8,16,64
3.81,9,16,64
3.88,10,16,64
3.96,11,16,64
4.03,12,16,64
4.1,13,16,64
4.17,14,16,64
4.24,15,16,64
4.29,16,16,64
512 16 thread done,,,
