elapsed time = 0.61 | seconds power is 2 | number of threads is 1
elapsed time = 1.82 | seconds power is 9 | number of threads is 8
elapsed time = 2.03 | seconds power is 10 | number of threads is 8
elapsed time = 2.23 | seconds power is 11 | number of threads is 8
elapsed time = 2.45 | seconds power is 12 | number of threads is 8
elapsed time = 2.67 | seconds power is 13 | number of threads is 8
elapsed time = 2.88 | seconds power is 14 | number of threads is 8
elapsed time = 3.07 | seconds power is 15 | number of threads is 8
elapsed time = 3.29 | seconds power is 16 | number of threads is 8
512 8 thread done
elapsed time = 0.21 | seconds power is 2 | number of threads is 10
elapsed time = 0.42 | seconds power is 3 | number of threads is 10
elapsed time = 0.60 | seconds power is 4 | number of threads is 10
elapsed time = 0.81 | seconds power is 5 | number of threads is 10
elapsed time = 1.03 | seconds power is 6 | number of threads is 10
elapsed time = 1.22 | seconds power is 7 | number of threads is 10
elapsed time = 1.42 | seconds power is 8 | number of threads is 10
elapsed time = 1.62 | seconds power is 9 | number of threads is 10
elapsed time = 1.79 | seconds power is 10 | number of threads is 10
elapsed time = 1.99 | seconds power is 11 | number of threads is 10
elapsed time = 2.19 | seconds power is 12 | number of threads is 10
elapsed time = 2.39 | seconds power is 13 | number of threads is 10
elapsed time = 2.58 | seconds power is 14 | number of threads is 10
elapsed time = 2.79 | seconds power is 15 | number of threads is 10
elapsed time = 2.98 | seconds power is 16 | number of threads is 10
512 10 thread done
elapsed time = 0.21 | seconds power is 2 | number of threads is 12
elapsed time = 0.42 | seconds power is 3 | number of threads is 12
elapsed time = 0.62 | seconds power is 4 | number of threads is 12
elapsed time = 0.81 | seconds power is 5 | number of threads is 12
elapsed time = 1.01 | seconds power is 6 | number of threads is 12
elapsed time = 1.21 | seconds power is 7 | number of threads is 12
elapsed time = 1.42 | seconds power is 8 | number of threads is 12
elapsed time = 1.62 | seconds power is 9 | number of threads is 12
elapsed time = 1.80 | seconds power is 10 | number of threads is 12
elapsed time = 1.99 | seconds power is 11 | number of threads is 12
elapsed time = 2.21 | seconds power is 12 | number of threads is 12
elapsed time = 2.42 | seconds power is 13 | number of threads is 12
elapsed time = 2.62 | seconds power is 14 | number of threads is 12
elapsed time = 2.84 | seconds power is 15 | number of threads is 12
elapsed time = 3.04 | seconds power is 16 | number of threads is 12
512 12 thread done
elapsed time = 0.24 | seconds power is 2 | number of threads is 14
elapsed time = 0.43 | seconds power is 3 | number of threads is 14
elapsed time = 0.62 | seconds power is 4 | number of threads is 14
elapsed time = 0.80 | seconds power is 5 | number of threads is 14
elapsed time = 1.00 | seconds power is 6 | number of threads is 14
elapsed time = 1.21 | seconds power is 7 | number of threads is 14
elapsed time = 1.41 | seconds power is 8 | number of threads is 14
elapsed time = 1.62 | seconds power is 9 | number of threads is 14
elapsed time = 1.81 | seconds power is 10 | number of threads is 14
elapsed time = 2.02 | seconds power is 11 | number of threads is 14
elapsed time = 2.29 | seconds power is 12 | number of threads is 14
elapsed time = 2.53 | seconds power is 13 | number of threads is 14
elapsed time = 2.72 | seconds power is 14 | number of threads is 14
elapsed time = 2.91 | seconds power is 15 | number of threads is 14
elapsed time = 3.13 | seconds power is 16 | number of threads is 14
512 14 thread done
elapsed time = 0.24 | seconds power is 2 | number of threads is 16
elapsed time = 0.44 | seconds power is 3 | number of threads is 16
elapsed time = 0.63 | seconds power is 4 | number of threads is 16
elapsed time = 0.82 | seconds power is 5 | number of threads is 16
elapsed time = 1.01 | seconds power is 6 | number of threads is 16
elapsed time = 1.21 | seconds power is 7 | number of threads is 16
elapsed time = 1.42 | seconds power is 8 | number of threads is 16
elapsed time = 1.61 | seconds power is 9 | number of threads is 16
elapsed time = 1.87 | seconds power is 10 | number of threads is 16
elapsed time = 2.12 | seconds power is 11 | number of threads is 16
elapsed time = 2.34 | seconds power is 12 | number of threads is 16
elapsed time = 2.55 | seconds power is 13 | number of threads is 16
elapsed time = 2.74 | seconds power is 14 | number of threads is 16
elapsed time = 2.93 | seconds power is 15 | number of threads is 16
elapsed time = 3.14 | seconds power is 16 | number of threads is 16
512 16 thread done
