elapsed time = 0.61 | seconds power is 2 | number of threads is 1
elapsed time = 1.37 | seconds power is 3 | number of threads is 1
elapsed time = 2.03 | seconds power is 4 | number of threads is 1
elapsed time = 2.64 | seconds power is 5 | number of threads is 1
elapsed time = 3.35 | seconds power is 6 | number of threads is 1
elapsed time = 4.00 | seconds power is 7 | number of threads is 1
elapsed time = 4.60 | seconds power is 8 | number of threads is 1
elapsed time = 5.19 | seconds power is 9 | number of threads is 1
elapsed time = 5.78 | seconds power is 10 | number of threads is 1
elapsed time = 6.38 | seconds power is 11 | number of threads is 1
elapsed time = 6.96 | seconds power is 12 | number of threads is 1
elapsed time = 7.55 | seconds power is 13 | number of threads is 1
elapsed time = 8.14 | seconds power is 14 | number of threads is 1
elapsed time = 8.74 | seconds power is 15 | number of threads is 1
elapsed time = 9.34 | seconds power is 16 | number of threads is 1
512 1 thread done
elapsed time = 0.32 | seconds power is 2 | number of threads is 2
elapsed time = 0.64 | seconds power is 3 | number of threads is 2
elapsed time = 0.95 | seconds power is 4 | number of threads is 2
elapsed time = 1.26 | seconds power is 5 | number of threads is 2
elapsed time = 1.57 | seconds power is 6 | number of threads is 2
elapsed time = 1.97 | seconds power is 7 | number of threads is 2
elapsed time = 2.36 | seconds power is 8 | number of threads is 2
elapsed time = 2.69 | seconds power is 9 | number of threads is 2
elapsed time = 3.01 | seconds power is 10 | number of threads is 2
elapsed time = 3.34 | seconds power is 11 | number of threads is 2
elapsed time = 3.66 | seconds power is 12 | number of threads is 2
elapsed time = 3.97 | seconds power is 13 | number of threads is 2
elapsed time = 4.28 | seconds power is 14 | number of threads is 2
elapsed time = 4.58 | seconds power is 15 | number of threads is 2
elapsed time = 4.89 | seconds power is 16 | number of threads is 2
512 2 thread done
elapsed time = 0.23 | seconds power is 2 | number of threads is 4
elapsed time = 0.44 | seconds power is 3 | number of threads is 4
elapsed time = 0.64 | seconds power is 4 | number of threads is 4
elapsed time = 0.84 | seconds power is 5 | number of threads is 4
elapsed time = 1.04 | seconds power is 6 | number of threads is 4
elapsed time = 1.24 | seconds power is 7 | number of threads is 4
elapsed time = 1.44 | seconds power is 8 | number of threads is 4
elapsed time = 1.62 | seconds power is 9 | number of threads is 4
elapsed time = 1.85 | seconds power is 10 | number of threads is 4
elapsed time = 2.04 | seconds power is 11 | number of threads is 4
elapsed time = 2.26 | seconds power is 12 | number of threads is 4
elapsed time = 2.48 | seconds power is 13 | number of threads is 4
elapsed time = 2.68 | seconds power is 14 | number of threads is 4
elapsed time = 2.91 | seconds power is 15 | number of threads is 4
elapsed time = 3.11 | seconds power is 16 | number of threads is 4
512 4 thread done
elapsed time = 0.21 | seconds power is 2 | number of threads is 6
elapsed time = 0.43 | seconds power is 3 | number of threads is 6
elapsed time = 0.62 | seconds power is 4 | number of threads is 6
elapsed time = 0.83 | seconds power is 5 | number of threads is 6
elapsed time = 1.02 | seconds power is 6 | number of threads is 6
elapsed time = 1.23 | seconds power is 7 | number of threads is 6
elapsed time = 1.44 | seconds power is 8 | number of threads is 6
elapsed time = 1.67 | seconds power is 9 | number of threads is 6
elapsed time = 1.88 | seconds power is 10 | number of threads is 6
elapsed time = 2.10 | seconds power is 11 | number of threads is 6
elapsed time = 2.31 | seconds power is 12 | number of threads is 6
elapsed time = 2.55 | seconds power is 13 | number of threads is 6
elapsed time = 2.76 | seconds power is 14 | number of threads is 6
elapsed time = 2.98 | seconds power is 15 | number of threads is 6
elapsed time = 3.18 | seconds power is 16 | number of threads is 6
512 6 thread done
elapsed time = 0.23 | seconds power is 2 | number of threads is 8
elapsed time = 0.44 | seconds power is 3 | number of threads is 8
elapsed time = 0.65 | seconds power is 4 | number of threads is 8
elapsed time = 0.87 | seconds power is 5 | number of threads is 8
elapsed time = 1.12 | seconds power is 6 | number of threads is 8
elapsed time = 1.40 | seconds power is 7 | number of threads is 8
elapsed time = 1.61 | seconds power is 8 | number of threads is 8
